#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:29:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=9999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC2168&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC2168
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   3426307205449403008	NGC2168 	092.26462	+24.49611	18.921	092.26462	+24.49611
   3426279958175046656	NGC2168 	091.88911	+24.41730	13.593	091.88911	+24.41730
   3426282264575639680	NGC2168 	092.09743	+24.39868	16.786	092.09743	+24.39868
   3426307450263741184	NGC2168 	092.28384	+24.53227	16.947	092.28384	+24.53227
   3426294767224081024	NGC2168 	092.41186	+24.48155	16.252	092.41186	+24.48155
   3426305315664175360	NGC2168 	092.69836	+24.68259	18.164	092.69836	+24.68259
   3426311848310253056	NGC2168 	092.19082	+24.61431	10.409	092.19082	+24.61431
   3426294801583856384	NGC2168 	092.41516	+24.49777	13.741	092.41516	+24.49777
   3426293809448033280	NGC2168 	092.36150	+24.39630	18.924	092.36150	+24.39630
   3426290747139913344	NGC2168 	092.39865	+24.38140	17.692	092.39865	+24.38140
   3426312844742670848	NGC2168 	092.15460	+24.63215	13.553	092.15460	+24.63215
   3426295183837565312	NGC2168 	092.29440	+24.46774	16.194	092.29440	+24.46774
   3426271406898625536	NGC2168 	092.29779	+24.42333	16.986	092.29779	+24.42333
   3426328203545934848	NGC2168 	091.77210	+24.46821	14.409	091.77210	+24.46821
   3426292228900005504	NGC2168 	092.62545	+24.45024	15.528	092.62545	+24.45024
   3426309782430024320	NGC2168 	092.42243	+24.61230	15.325	092.42243	+24.61230
   3426297069326625408	NGC2168 	092.42757	+24.51680	13.857	092.42757	+24.51680
   3426287276798871424	NGC2168 	092.13317	+24.48642	11.725	092.13317	+24.48642
   3426290751431315456	NGC2168 	092.40292	+24.37220	13.634	092.40292	+24.37220
   3426309576276463616	NGC2168 	092.38179	+24.60482	18.656	092.38179	+24.60482
   3426307415904008320	NGC2168 	092.27726	+24.52388	17.031	092.27726	+24.52388
   3426312638584241536	NGC2168 	092.16527	+24.62091	15.676	092.16527	+24.62091
   3426319781114256000	NGC2168 	092.56504	+24.83338	18.798	092.56504	+24.83338
   3426306934868090752	NGC2168 	092.28186	+24.46488	14.339	092.28186	+24.46488
   3426282191563460992	NGC2168 	092.11168	+24.39347	18.235	092.11168	+24.39347
   3426283982562504064	NGC2168 	092.17210	+24.44417	15.737	092.17210	+24.44417
   3426309198314375808	NGC2168 	092.36378	+24.56862	17.776	092.36378	+24.56862
   3426273227964614912	NGC2168 	091.86943	+24.22785	14.459	091.86943	+24.22785
   3426287281097386880	NGC2168 	092.12426	+24.48827	15.861	092.12426	+24.48827
   3426316826173858048	NGC2168 	092.41033	+24.67613	13.390	092.41033	+24.67613
   3426284905977634688	NGC2168 	092.19019	+24.53244	13.434	092.19019	+24.53244
   3426310607061215488	NGC2168 	092.29938	+24.63441	11.975	092.29938	+24.63441
   3426293775088291456	NGC2168 	092.38423	+24.39088	11.061	092.38423	+24.39088
   3426282775675250304	NGC2168 	092.21280	+24.39726	17.745	092.21280	+24.39726
   3426297584720378880	NGC2168 	092.45960	+24.54774	11.698	092.45960	+24.54774
   3426290751431313536	NGC2168 	092.40507	+24.37619	15.676	092.40507	+24.37619
   3426318376660396032	NGC2168 	092.56381	+24.76298	18.210	092.56381	+24.76298
   3426309541911821696	NGC2168 	092.37532	+24.59719	18.132	092.37532	+24.59719
   3426307209745596160	NGC2168 	092.25897	+24.49199	15.635	092.25897	+24.49199
   3426297619083262976	NGC2168 	092.47580	+24.56688	19.385	092.47580	+24.56688
   3426307514687091200	NGC2168 	092.33543	+24.51771	18.342	092.33543	+24.51771
   3426285460031314048	NGC2168 	092.01788	+24.45530	11.679	092.01788	+24.45530
   3426294943319393024	NGC2168 	092.32839	+24.45138	16.237	092.32839	+24.45138
   3426316899191703424	NGC2168 	092.41060	+24.68276	16.261	092.41060	+24.68276
   3426289681982577536	NGC2168 	092.42103	+24.33405	17.420	092.42103	+24.33405
   3426297000604825856	NGC2168 	092.50829	+24.56621	12.307	092.50829	+24.56621
   3426277626011130624	NGC2168 	091.77933	+24.30124	13.274	091.77933	+24.30124
   3426283394148438272	NGC2168 	092.23510	+24.45293	15.263	092.23510	+24.45293
   3426303288439475456	NGC2168 	092.60490	+24.61548	17.842	092.60490	+24.61548
   3426313974318254080	NGC2168 	092.30418	+24.68555	19.175	092.30418	+24.68555
   3426290918931147520	NGC2168 	092.40835	+24.39283	13.332	092.40835	+24.39283
   3426284115702944384	NGC2168 	092.13903	+24.44980	 9.739	092.13903	+24.44980
   3426308270601415552	NGC2168 	092.26349	+24.55609	18.634	092.26349	+24.55609
   3426286662622147456	NGC2168 	092.01314	+24.48182	16.315	092.01314	+24.48182
   3426288586768021888	NGC2168 	092.03290	+24.54950	14.927	092.03290	+24.54950
   3426289445761253760	NGC2168 	092.46772	+24.32855	16.676	092.46772	+24.32855
   3426272403331168768	NGC2168 	091.98199	+24.20095	15.590	091.98199	+24.20095
   3426307793861108736	NGC2168 	092.31738	+24.53943	12.961	092.31738	+24.53943
   3426271647416790912	NGC2168 	092.29944	+24.43782	14.803	092.29944	+24.43782
   3426285180855324672	NGC2168 	092.04024	+24.43405	13.243	092.04024	+24.43405
   3426294011307598592	NGC2168 	092.35689	+24.40567	11.397	092.35689	+24.40567
   3426307927004031104	NGC2168 	092.33875	+24.55545	14.298	092.33875	+24.55545
   3426287246737651968	NGC2168 	092.11376	+24.49174	14.966	092.11376	+24.49174
   3426287246737651840	NGC2168 	092.10763	+24.49729	13.758	092.10763	+24.49729
   3426310366545587968	NGC2168 	092.35268	+24.61767	16.990	092.35268	+24.61767
   3426284802900009728	NGC2168 	092.19747	+24.50691	16.277	092.19747	+24.50691
   3426312050172768128	NGC2168 	092.27524	+24.61688	18.400	092.27524	+24.61688
   3426326584340029824	NGC2168 	091.74974	+24.42981	19.803	091.74974	+24.42981
   3426278519364235520	NGC2168 	091.96921	+24.33399	14.943	091.96921	+24.33399
   3426280649668317312	NGC2168 	092.10781	+24.32854	17.103	092.10781	+24.32854
   3426294011307598848	NGC2168 	092.34896	+24.40419	12.468	092.34896	+24.40419
   3426296042830987520	NGC2168 	092.46360	+24.49163	15.905	092.46360	+24.49163
   3426327202815350528	NGC2168 	091.82637	+24.44188	19.363	091.82637	+24.44188
   3426291644784478720	NGC2168 	092.54389	+24.40398	15.117	092.54389	+24.40398
   3426272197172445568	NGC2168 	091.94576	+24.20244	17.056	091.94576	+24.20244
   3426312191907615872	NGC2168 	092.23142	+24.63104	17.151	092.23142	+24.63104
   3426273777720394880	NGC2168 	091.90871	+24.27191	13.350	091.90871	+24.27191
   3426295969814919936	NGC2168 	092.47821	+24.48097	16.781	092.47821	+24.48097
   3426330436928983680	NGC2168 	091.63194	+24.47144	14.673	091.63194	+24.47144
   3426309335753362048	NGC2168 	092.39114	+24.58332	18.316	092.39114	+24.58332
   3426307484623884800	NGC2168 	092.33186	+24.51463	15.481	092.33186	+24.51463
   3426312565568846720	NGC2168 	092.17948	+24.61815	18.791	092.17948	+24.61815
   3426312909164632960	NGC2168 	092.13609	+24.64468	18.008	092.13609	+24.64468
   3426314661513027456	NGC2168 	092.25428	+24.68762	15.984	092.25428	+24.68762
   3426290918934241792	NGC2168 	092.39932	+24.40207	18.383	092.39932	+24.40207
   3426280787107259264	NGC2168 	092.13399	+24.34339	15.791	092.13399	+24.34339
   3426280271710883456	NGC2168 	091.91364	+24.40232	14.500	091.91364	+24.40232
   3426284699821813120	NGC2168 	092.18612	+24.49998	18.759	092.18612	+24.49998
   3426288483688221824	NGC2168 	092.08635	+24.54419	12.093	092.08635	+24.54419
   3426295076461708672	NGC2168 	092.35497	+24.47352	18.591	092.35497	+24.47352
   3426294732864330624	NGC2168 	092.42808	+24.47665	17.992	092.42808	+24.47665
   3426280718387781888	NGC2168 	092.14755	+24.33312	16.437	092.14755	+24.33312
   3426316315076578432	NGC2168 	092.51516	+24.68953	16.862	092.51516	+24.68953
   3426283810760328448	NGC2168 	092.23817	+24.49647	18.818	092.23817	+24.49647
   3426276595218955520	NGC2168 	091.85615	+24.28561	16.253	091.85615	+24.28561
   3426297107982880768	NGC2168 	092.40644	+24.51993	16.547	092.40644	+24.51993
   3426307858284556416	NGC2168 	092.31280	+24.55574	18.814	092.31280	+24.55574
   3426294118685670400	NGC2168 	092.35150	+24.43889	15.109	092.35150	+24.43889
   3426285524452718848	NGC2168 	092.07877	+24.43936	18.598	092.07877	+24.43936
   3426307072307032192	NGC2168 	092.31176	+24.48620	15.935	092.31176	+24.48620
   3426303155296787456	NGC2168 	092.58107	+24.59927	17.105	092.58107	+24.59927
   3426282539453907072	NGC2168 	092.07683	+24.42733	18.731	092.07683	+24.42733
   3426290609695576064	NGC2168 	092.44773	+24.38568	13.450	092.44773	+24.38568
   3426294153045407232	NGC2168 	092.37196	+24.42586	12.672	092.37196	+24.42586
   3426277278115156736	NGC2168 	091.81344	+24.27588	19.370	091.81344	+24.27588
   3426281199424108160	NGC2168 	092.15049	+24.36960	17.318	092.15049	+24.36960
   3426285352653482752	NGC2168 	092.01723	+24.42547	13.352	092.01723	+24.42547
   3426295763656556288	NGC2168 	092.34140	+24.51185	16.280	092.34140	+24.51185
   3426278034029550976	NGC2168 	091.86887	+24.34954	19.097	091.86887	+24.34954
   3426320678763353216	NGC2168 	092.41585	+24.76162	17.785	092.41585	+24.76162
   3426307141026510208	NGC2168 	092.29034	+24.49980	13.901	092.29034	+24.49980
   3426310332186481280	NGC2168 	092.33544	+24.61072	16.980	092.33544	+24.61072
   3426275942383852288	NGC2168 	091.97958	+24.33615	17.179	091.97958	+24.33615
   3426273674641194112	NGC2168 	091.90470	+24.24260	15.055	091.90470	+24.24260
   3426295046398601600	NGC2168 	092.34394	+24.46548	17.170	092.34394	+24.46548
   3426277866529268608	NGC2168 	091.83893	+24.31432	16.530	091.83893	+24.31432
   3426311745231040128	NGC2168 	092.20000	+24.60058	15.657	092.20000	+24.60058
   3426282779969103360	NGC2168 	092.21342	+24.39671	18.995	092.21342	+24.39671
   3426274185738693888	NGC2168 	092.04388	+24.26380	14.600	092.04388	+24.26380
   3426310435265703296	NGC2168 	092.33805	+24.61742	18.028	092.33805	+24.61742
   3426273468482757888	NGC2168 	091.92003	+24.23983	16.292	091.92003	+24.23983
   3426284390583088768	NGC2168 	092.18970	+24.47206	17.910	092.18970	+24.47206
   3426283226648254976	NGC2168 	092.19096	+24.44064	18.270	092.19096	+24.44064
   3426284905977634944	NGC2168 	092.19330	+24.53289	18.247	092.19330	+24.53289
   3426313596361053184	NGC2168 	092.27922	+24.64340	18.843	092.27922	+24.64340
   3426295626217600512	NGC2168 	092.38803	+24.51141	15.301	092.38803	+24.51141
   3426297034966873472	NGC2168 	092.41216	+24.51211	18.176	092.41216	+24.51211
   3426304564046056832	NGC2168 	092.52576	+24.67964	15.789	092.52576	+24.67964
   3426281199424106112	NGC2168 	092.15537	+24.37160	15.622	092.15537	+24.37160
   3426324389614592000	NGC2168 	092.45907	+24.93018	10.203	092.45907	+24.93018
   3426279923815289600	NGC2168 	091.87815	+24.40818	15.162	091.87815	+24.40818
   3426281199424105472	NGC2168 	092.15899	+24.37050	13.953	092.15899	+24.37050
   3426307037947297024	NGC2168 	092.28603	+24.49637	18.240	092.28603	+24.49637
   3426293736431770368	NGC2168 	092.37610	+24.38739	16.489	092.37610	+24.38739
   3426293049237145472	NGC2168 	092.50860	+24.47483	15.565	092.50860	+24.47483
   3426290579632615040	NGC2168 	092.44430	+24.37062	13.928	092.44430	+24.37062
   3426285872348160128	NGC2168 	092.04434	+24.46300	17.802	092.04434	+24.46300
   3426312325050740480	NGC2168 	092.25881	+24.64629	18.442	092.25881	+24.64629
   3426331330282114304	NGC2168 	091.76998	+24.49882	10.581	091.76998	+24.49882
   3426283772107799040	NGC2168 	092.23295	+24.47665	13.561	092.23295	+24.47665
   3426311534776619008	NGC2168 	092.21801	+24.58233	18.441	092.21801	+24.58233
   3426325553547803392	NGC2168 	091.79439	+24.39377	19.239	091.79439	+24.39377
   3426307037947297408	NGC2168 	092.28482	+24.49688	17.357	092.28482	+24.49688
   3426309301393630080	NGC2168 	092.40911	+24.58421	12.718	092.40911	+24.58421
   3426312294986826752	NGC2168 	092.24317	+24.62895	15.342	092.24317	+24.62895
   3426296347772102016	NGC2168 	092.46849	+24.50942	13.651	092.46849	+24.50942
   3426276973176076032	NGC2168 	091.86847	+24.27849	15.048	091.86847	+24.27849
   3426296485211055360	NGC2168 	092.51146	+24.51145	17.991	092.51146	+24.51145
   3426308167522156672	NGC2168 	092.25804	+24.53575	15.690	092.25804	+24.53575
   3426281096344899072	NGC2168 	092.15587	+24.34538	16.945	092.15587	+24.34538
   3426307862580583936	NGC2168 	092.31280	+24.54793	14.370	092.31280	+24.54793
   3426304181792721024	NGC2168 	092.55426	+24.63666	18.873	092.55426	+24.63666
   3426290442193675776	NGC2168 	092.41079	+24.34519	15.896	092.41079	+24.34519
   3426294870303222144	NGC2168 	092.34468	+24.44166	17.468	092.34468	+24.44166
   3426275942383847296	NGC2168 	091.99225	+24.33632	17.380	091.99225	+24.33632
   3426320713123090304	NGC2168 	092.42081	+24.76990	14.751	092.42081	+24.76990
   3426285769268947968	NGC2168 	092.04925	+24.45195	14.966	092.04925	+24.45195
   3426284665459384064	NGC2168 	092.17865	+24.49414	15.400	092.17865	+24.49414
   3426285769268948096	NGC2168 	092.04177	+24.45825	16.570	092.04177	+24.45825
   3426332601592438528	NGC2168 	091.68904	+24.55848	17.560	091.68904	+24.55848
   3426279614577577216	NGC2168 	091.92142	+24.37852	18.323	091.92142	+24.37852
   3426293946886978048	NGC2168 	092.37989	+24.41447	13.569	092.37989	+24.41447
   3426279064821763840	NGC2168 	092.01841	+24.37688	18.877	092.01841	+24.37688
   3426296008471254912	NGC2168 	092.44720	+24.47517	15.649	092.44720	+24.47517
   3426302708620191104	NGC2168 	092.57807	+24.58812	14.839	092.57807	+24.58812
   3426281165064377984	NGC2168 	092.13410	+24.35660	10.356	092.13410	+24.35660
   3426318892056457856	NGC2168 	092.59173	+24.79406	14.746	092.59173	+24.79406
   3426303563317454464	NGC2168 	092.57421	+24.64756	13.404	092.57421	+24.64756
   3426274838573783808	NGC2168 	092.03987	+24.29830	18.644	092.03987	+24.29830
   3426303769475818368	NGC2168 	092.51904	+24.61666	15.415	092.51904	+24.61666
   3426297073620134272	NGC2168 	092.42495	+24.51591	19.077	092.42495	+24.51591
   3426319884190566528	NGC2168 	092.53091	+24.83312	12.360	092.53091	+24.83312
   3426274838573783552	NGC2168 	092.03100	+24.29801	18.016	092.03100	+24.29801
   3426295493075191296	NGC2168 	092.37371	+24.49055	11.376	092.37371	+24.49055
   3426282775676460800	NGC2168 	092.21276	+24.39977	18.736	092.21276	+24.39977
   3426322358094975104	NGC2168 	092.47991	+24.80686	17.508	092.47991	+24.80686
   3426309748070261888	NGC2168 	092.40561	+24.60157	16.239	092.40561	+24.60157
   3426290712774770688	NGC2168 	092.40088	+24.36885	18.873	092.40088	+24.36885
   3426308721574039680	NGC2168 	092.30270	+24.56838	14.245	092.30270	+24.56838
   3426289029145522432	NGC2168 	092.13084	+24.60059	12.331	092.13084	+24.60059
   3426313596361060864	NGC2168 	092.28327	+24.64659	17.414	092.28327	+24.64659
   3426307553343363072	NGC2168 	092.31187	+24.52309	14.717	092.31187	+24.52309
   3426276698298166400	NGC2168 	091.89078	+24.26197	17.298	091.89078	+24.26197
   3426295076461718784	NGC2168 	092.35004	+24.47756	17.497	092.35004	+24.47756
   3426324763273718400	NGC2168 	091.77872	+24.34578	18.506	091.77872	+24.34578
   3426278862961622272	NGC2168 	091.93430	+24.36017	15.852	091.93430	+24.36017
   3426295248260409216	NGC2168 	092.33279	+24.47285	18.215	092.33279	+24.47285
   3426311917029712512	NGC2168 	092.25307	+24.59806	16.465	092.25307	+24.59806
   3426283050551527040	NGC2168 	092.18200	+24.42399	17.448	092.18200	+24.42399
   3426291262530639872	NGC2168 	092.43100	+24.40935	15.242	092.43100	+24.40935
   3426286830122930944	NGC2168 	092.05071	+24.51169	19.600	092.05071	+24.51169
   3426307896940735872	NGC2168 	092.33706	+24.55140	12.714	092.33706	+24.55140
   3426271608765103616	NGC2168 	092.28308	+24.43710	18.910	092.28308	+24.43710
   3426289961157317888	NGC2168 	092.49290	+24.36390	15.094	092.49290	+24.36390
   3426285803628677760	NGC2168 	092.05948	+24.45992	13.789	092.05948	+24.45992
   3426279030462006272	NGC2168 	091.99588	+24.36748	17.657	091.99588	+24.36748
   3426312157547887360	NGC2168 	092.22212	+24.61007	17.095	092.22212	+24.61007
   3426312982181607936	NGC2168 	092.20039	+24.63051	15.416	092.20039	+24.63051
   3426285597470247040	NGC2168 	092.07102	+24.45052	15.490	092.07102	+24.45052
   3426325313029619840	NGC2168 	091.81922	+24.38709	18.869	091.81922	+24.38709
   3426312806085398656	NGC2168 	092.13250	+24.63643	19.241	092.13250	+24.63643
   3426285352654000000	NGC2168 	092.01136	+24.42925	18.855	092.01136	+24.42925
   3426302876120086144	NGC2168 	092.51533	+24.58110	12.200	092.51533	+24.58110
   3426312187609181696	NGC2168 	092.23122	+24.61790	12.102	092.23122	+24.61790
   3426311397335974144	NGC2168 	092.18623	+24.56253	18.635	092.18623	+24.56253
   3426274258757018496	NGC2168 	092.01894	+24.25407	16.214	092.01894	+24.25407
   3426274808512474880	NGC2168 	092.05381	+24.29663	16.240	092.05381	+24.29663
   3426271436959488896	NGC2168 	092.30378	+24.42400	12.114	092.30378	+24.42400
   3426281886618521728	NGC2168 	092.09682	+24.38829	12.821	092.09682	+24.38829
   3426324282240351104	NGC2168 	092.45629	+24.91053	17.986	092.45629	+24.91053
   3426281302503315456	NGC2168 	092.16425	+24.38342	12.435	092.16425	+24.38342
   3426328130528329216	NGC2168 	091.80025	+24.46090	16.928	091.80025	+24.46090
   3426307823924787328	NGC2168 	092.28721	+24.54357	18.871	092.28721	+24.54357
   3426278618145066752	NGC2168 	091.91064	+24.33037	14.229	091.91064	+24.33037
   3426327202815355904	NGC2168 	091.83334	+24.44306	17.346	091.83334	+24.44306
   3426307518983618432	NGC2168 	092.34818	+24.52096	15.500	092.34818	+24.52096
   3426313046602638848	NGC2168 	092.18414	+24.64536	12.757	092.18414	+24.64536
   3426317758185136000	NGC2168 	092.44088	+24.75635	14.626	092.44088	+24.75635
   3426307037947298304	NGC2168 	092.28815	+24.48944	10.843	092.28815	+24.48944
   3426314558433882880	NGC2168 	092.31714	+24.73240	19.493	092.31714	+24.73240
   3426282298935369344	NGC2168 	092.10529	+24.40884	13.718	092.10529	+24.40884
   3426328680284231552	NGC2168 	091.83865	+24.50167	19.152	091.83865	+24.50167
   3426279614577562880	NGC2168 	091.91911	+24.37231	18.704	091.91911	+24.37231
   3426320506964225024	NGC2168 	092.35572	+24.76348	16.267	092.35572	+24.76348
   3426280645372665984	NGC2168 	092.11329	+24.33199	18.889	092.11329	+24.33199
   3426273949519380736	NGC2168 	092.01371	+24.22378	14.480	092.01371	+24.22378
   3426280714089134976	NGC2168 	092.14240	+24.33978	18.958	092.14240	+24.33978
   3426282432076241664	NGC2168 	092.12881	+24.42857	19.063	092.12881	+24.42857
   3426294423626638464	NGC2168 	092.44497	+24.45225	19.061	092.44497	+24.45225
   3426297657738977152	NGC2168 	092.44893	+24.55438	17.802	092.44893	+24.55438
   3426309408768788480	NGC2168 	092.34968	+24.57583	18.051	092.34968	+24.57583
   3426271372539132032	NGC2168 	092.31644	+24.42788	 7.097	092.31644	+24.42788
   3426271372538884864	NGC2168 	092.31497	+24.41936	 8.969	092.31497	+24.41936
   3426281160765776384	NGC2168 	092.14275	+24.35997	15.651	092.14275	+24.35997
   3426275869365999744	NGC2168 	092.00490	+24.33204	18.940	092.00490	+24.33204
   3426275633146198144	NGC2168 	092.02946	+24.31386	14.937	092.02946	+24.31386
   3426275938085476608	NGC2168 	091.98536	+24.33211	19.006	091.98536	+24.33211
   3426287379878753664	NGC2168 	092.13643	+24.51409	17.374	092.13643	+24.51409
   3426282608172999552	NGC2168 	092.11244	+24.43257	13.385	092.11244	+24.43257
   3426285631829976320	NGC2168 	092.08674	+24.45509	14.599	092.08674	+24.45509
   3426274632420902016	NGC2168 	092.09498	+24.28903	18.618	092.09498	+24.28903
   3426304903352939008	NGC2168 	092.67810	+24.66456	18.520	092.67810	+24.66456
   3426282814331793536	NGC2168 	092.18746	+24.39913	17.383	092.18746	+24.39913
   3426304632765528448	NGC2168 	092.56028	+24.67871	14.779	092.56028	+24.67871
   3426329848515240704	NGC2168 	091.69192	+24.46130	19.546	091.69192	+24.46130
   3426281268143573248	NGC2168 	092.18463	+24.37974	15.417	092.18463	+24.37974
   3426287826555406208	NGC2168 	092.17590	+24.53936	14.308	092.17590	+24.53936
   3426333941622144000	NGC2168 	091.96941	+24.51635	17.724	091.96941	+24.51635
   3426285799330675072	NGC2168 	092.04785	+24.46373	19.677	092.04785	+24.46373
   3426283119276790656	NGC2168 	092.17029	+24.42687	19.234	092.17029	+24.42687
   3426281538722973568	NGC2168 	092.16521	+24.39351	18.381	092.16521	+24.39351
   3426271333883375744	NGC2168 	092.30451	+24.40247	17.731	092.30451	+24.40247
   3426287796493435904	NGC2168 	092.15789	+24.52930	15.489	092.15789	+24.52930
   3426281916680025216	NGC2168 	092.04147	+24.36545	17.367	092.04147	+24.36545
   3426284940336623104	NGC2168 	092.01661	+24.38660	11.894	092.01661	+24.38660
   3426307274166600576	NGC2168 	092.24881	+24.50465	12.145	092.24881	+24.50465
   3426274632415342336	NGC2168 	092.08465	+24.29137	18.767	092.08465	+24.29137
   3426331188545079424	NGC2168 	091.74496	+24.47958	19.416	091.74496	+24.47958
   3426282814331796096	NGC2168 	092.17945	+24.39524	11.009	092.17945	+24.39524
   3426276900158074752	NGC2168 	091.91003	+24.29549	19.136	091.91003	+24.29549
   3426282745612319232	NGC2168 	092.18759	+24.38850	16.951	092.18759	+24.38850
   3426309580567463040	NGC2168 	092.38293	+24.60402	15.946	092.38293	+24.60402
   3426282947478314752	NGC2168 	092.20467	+24.42579	12.471	092.20467	+24.42579
   3426285906707887360	NGC2168 	092.06349	+24.46812	16.929	092.06349	+24.46812
   3426306243377170432	NGC2168 	092.59909	+24.71856	18.525	092.59909	+24.71856
   3426302880418893440	NGC2168 	092.52048	+24.58305	16.445	092.52048	+24.58305
   3426303975634286336	NGC2168 	092.47217	+24.63330	16.772	092.47217	+24.63330
   3426294595425340032	NGC2168 	092.40191	+24.45659	18.451	092.40191	+24.45659
   3426310576999895168	NGC2168 	092.28951	+24.62162	14.962	092.28951	+24.62162
   3426290506616329088	NGC2168 	092.40360	+24.35868	16.988	092.40360	+24.35868
   3426332150617923712	NGC2168 	091.78755	+24.55891	16.853	091.78755	+24.55891
   3426297000607265408	NGC2168 	092.51025	+24.57454	18.860	092.51025	+24.57454
   3426279103479758976	NGC2168 	091.99280	+24.38348	14.360	091.99280	+24.38348
   3426275736225400192	NGC2168 	092.05259	+24.32664	15.738	092.05259	+24.32664
   3426283016197649920	NGC2168 	092.18206	+24.41110	18.254	092.18206	+24.41110
   3426282294636815616	NGC2168 	092.10870	+24.40115	12.048	092.10870	+24.40115
   3426283669028562560	NGC2168 	092.22504	+24.46575	17.905	092.22504	+24.46575
   3426307450263739776	NGC2168 	092.29279	+24.52897	14.428	092.29279	+24.52897
   3426295694937048832	NGC2168 	092.35881	+24.49677	16.364	092.35881	+24.49677
   3426313978613974656	NGC2168 	092.29373	+24.68292	11.002	092.29373	+24.68292
   3426309610631302400	NGC2168 	092.36542	+24.59887	18.225	092.36542	+24.59887
   3426283428511293696	NGC2168 	092.25494	+24.44930	19.502	092.25494	+24.44930
   3426331669581493632	NGC2168 	091.80121	+24.51378	17.479	091.80121	+24.51378
   3426307239809143040	NGC2168 	092.27371	+24.49708	18.892	092.27371	+24.49708
   3426297859600722048	NGC2168 	092.43491	+24.57204	16.478	092.43491	+24.57204
   3426332940891954304	NGC2168 	091.79029	+24.58026	17.250	091.79029	+24.58026
   3426285627531950720	NGC2168 	092.08322	+24.44658	19.101	092.08322	+24.44658
   3426309267033866112	NGC2168 	092.39411	+24.57503	19.170	092.39411	+24.57503
   3426282608173005056	NGC2168 	092.10178	+24.43104	15.365	092.10178	+24.43104
   3426328684582705920	NGC2168 	091.82985	+24.50233	16.329	091.82985	+24.50233
   3426327172753761536	NGC2168 	091.85874	+24.43990	14.352	091.85874	+24.43990
   3426295007742218368	NGC2168 	092.36165	+24.46523	16.146	092.36165	+24.46523
   3426272502111421696	NGC2168 	091.98782	+24.21052	19.156	091.98782	+24.21052
   3426290472256587520	NGC2168 	092.42175	+24.35644	18.628	092.42175	+24.35644
   3426271647416788224	NGC2168 	092.29676	+24.44946	12.905	092.29676	+24.44946
   3426285352653482624	NGC2168 	092.02002	+24.42744	11.574	092.02002	+24.42744
   3426281543021101952	NGC2168 	092.16646	+24.40134	 9.856	092.16646	+24.40134
   3426284738476728064	NGC2168 	092.16188	+24.50475	17.756	092.16188	+24.50475
   3426279275275258752	NGC2168 	091.94820	+24.38591	19.588	091.94820	+24.38591
   3426314012973715584	NGC2168 	092.28146	+24.68705	10.457	092.28146	+24.68705
   3426310744502798848	NGC2168 	092.32367	+24.65853	17.361	092.32367	+24.65853
