#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:31:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=J/A+A/616/A10/tablea1a
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Source&-out=Cluster&Cluster=praesepe&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/616/A10/tablea1a
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=praesepe
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
deg	deg	 	 	deg	deg	mag	mas	mas	deg	deg
129.7124700	+19.8504900	    664316614743007360	Praesepe	129.71247	+19.85049	16.157	 5.553	 0.033	129.71247	+19.85049
129.1903500	+20.1238900	    664366779961036288	Praesepe	129.19035	+20.12389	11.476	 5.280	 0.105	129.19035	+20.12389
129.2682600	+20.1035600	    664363584505245824	Praesepe	129.26826	+20.10356	15.622	 5.312	 0.042	129.26826	+20.10356
129.7632200	+20.0437100	    664323761568567808	Praesepe	129.76322	+20.04371	13.841	 5.539	 0.070	129.76322	+20.04371
129.6907500	+20.9166000	    664523834028259200	Praesepe	129.69075	+20.91660	18.818	 5.656	 0.023	129.69075	+20.91660
129.8103700	+20.0219300	    664320497393421952	Praesepe	129.81037	+20.02193	15.067	 5.405	 0.073	129.81037	+20.02193
129.1874100	+20.1460000	    664367020479085568	Praesepe	129.18741	+20.14600	17.761	 5.250	 0.010	129.18741	+20.14600
129.1177700	+20.2285400	    664380111539399552	Praesepe	129.11777	+20.22854	12.357	 5.313	 0.021	129.11777	+20.22854
129.9237800	+20.0281500	    664325857512593920	Praesepe	129.92378	+20.02815	14.973	 5.192	 0.020	129.92378	+20.02815
129.4548600	+20.7851700	    664516000007445632	Praesepe	129.45486	+20.78517	18.869	 5.629	 0.010	129.45486	+20.78517
130.1953200	+20.4747100	    664436770747502208	Praesepe	130.19532	+20.47471	15.166	 5.401	 0.082	130.19532	+20.47471
131.1063300	+22.5996900	    665309233224172800	Praesepe	131.10633	+22.59969	16.776	 5.439	 0.036	131.10633	+22.59969
130.2446500	+22.4804800	    665248446550953728	Praesepe	130.24465	+22.48048	19.221	 5.362	 0.046	130.24465	+22.48048
127.9183900	+21.2734000	    665440934101454720	Praesepe	127.91839	+21.27340	17.590	 5.687	 0.058	127.91839	+21.27340
128.7287700	+21.6484400	    665555175934680320	Praesepe	128.72877	+21.64844	17.279	 5.275	 0.043	128.72877	+21.64844
127.8081600	+21.1374100	    665431927553215872	Praesepe	127.80816	+21.13741	18.071	 5.464	 0.046	127.80816	+21.13741
127.8743000	+21.4440500	    665490339108666368	Praesepe	127.87430	+21.44405	19.425	 5.688	 0.120	127.87430	+21.44405
127.8865900	+21.0243600	    665426846608828928	Praesepe	127.88659	+21.02436	13.946	 5.401	 0.068	127.88659	+21.02436
127.7019700	+21.6125100	    665507969950936064	Praesepe	127.70197	+21.61251	18.229	 5.628	 0.040	127.70197	+21.61251
128.3191600	+21.3389400	    665450383029558016	Praesepe	128.31916	+21.33894	16.117	 5.294	 0.018	128.31916	+21.33894
128.0976400	+20.9957500	    665417157162598144	Praesepe	128.09764	+20.99575	12.567	 5.418	 0.032	128.09764	+20.99575
127.8044600	+20.9000700	    665412690396632832	Praesepe	127.80446	+20.90007	16.641	 5.177	 0.007	127.80446	+20.90007
128.4455400	+21.4409400	    665458595007014912	Praesepe	128.44554	+21.44094	14.048	 5.346	 0.024	128.44554	+21.44094
127.7774700	+21.2294900	    665480207282421504	Praesepe	127.77747	+21.22949	17.003	 5.497	 0.066	127.77747	+21.22949
130.9115200	+22.2692300	    665276415377154688	Praesepe	130.91152	+22.26923	12.071	 5.676	 0.046	130.91152	+22.26923
133.3774700	+16.9885000	    611694572352053504	Praesepe	133.37747	+16.98850	 9.362	 5.355	 0.042	133.37747	+16.98850
129.5656000	+21.3856100	    664759580489791872	Praesepe	129.56560	+21.38561	14.802	 5.317	 0.028	129.56560	+21.38561
129.3779500	+21.1278000	    664730065474561024	Praesepe	129.37795	+21.12780	16.915	 5.496	 0.030	129.37795	+21.12780
128.9134800	+20.4026700	    664573793087543936	Praesepe	128.91348	+20.40267	17.106	 5.577	 0.035	128.91348	+20.40267
129.6483300	+21.1772100	    664742946079427712	Praesepe	129.64833	+21.17721	18.575	 5.321	 0.039	129.64833	+21.17721
129.0645400	+20.6859900	    664605270904832768	Praesepe	129.06454	+20.68599	14.828	 5.490	 0.092	129.06454	+20.68599
129.5861700	+21.4405500	    664763149606975616	Praesepe	129.58617	+21.44055	19.491	 5.328	 0.063	129.58617	+21.44055
129.0664100	+20.5530500	    664600907218072064	Praesepe	129.06641	+20.55305	14.103	 5.538	 0.013	129.06641	+20.55305
129.4725100	+20.8729000	    664705773139587968	Praesepe	129.47251	+20.87290	17.850	 5.374	 0.044	129.47251	+20.87290
128.7467900	+21.1436600	    664695087260752384	Praesepe	128.74679	+21.14366	17.590	 5.328	 0.019	128.74679	+21.14366
129.0133400	+20.8376400	    664625714949149312	Praesepe	129.01334	+20.83764	17.818	 5.529	 0.013	129.01334	+20.83764
128.8829200	+21.0178600	    664678594586404224	Praesepe	128.88292	+21.01786	19.027	 5.645	 0.037	128.88292	+21.01786
129.4052000	+21.8068000	    664836133986768768	Praesepe	129.40520	+21.80680	18.420	 5.127	 0.009	129.40520	+21.80680
128.3092200	+20.6058500	    664639454547865472	Praesepe	128.30922	+20.60585	17.782	 5.269	 0.044	128.30922	+20.60585
129.2408000	+21.5654400	    664814727869793536	Praesepe	129.24080	+21.56544	13.902	 5.277	 0.009	129.24080	+21.56544
130.0269600	+21.2647600	    664559847330171136	Praesepe	130.02696	+21.26476	16.777	 5.335	 0.019	130.02696	+21.26476
129.0042900	+21.2864400	    664781360266992384	Praesepe	129.00429	+21.28644	18.418	 5.095	 0.045	129.00429	+21.28644
128.3140900	+20.7024400	    664641348629985280	Praesepe	128.31409	+20.70244	12.459	 5.471	 0.025	128.31409	+20.70244
129.1604400	+21.1916200	    664776279322590976	Praesepe	129.16044	+21.19162	18.677	 4.972	 0.052	129.16044	+21.19162
128.7827000	+20.3397200	    664572594793701376	Praesepe	128.78270	+20.33972	16.355	 5.080	 0.022	128.78270	+20.33972
130.8433900	+20.9069600	    664847434044059264	Praesepe	130.84339	+20.90696	18.598	 5.565	 0.026	130.84339	+20.90696
129.0896900	+20.8973200	    664627432936056832	Praesepe	129.08969	+20.89732	16.042	 5.274	 0.037	129.08969	+20.89732
129.2558900	+20.8966200	    664708865516013952	Praesepe	129.25589	+20.89662	18.307	 5.343	 0.023	129.25589	+20.89662
129.2993900	+20.6797900	    664608638159278080	Praesepe	129.29939	+20.67979	15.886	 5.315	 0.066	129.29939	+20.67979
129.8933800	+20.9556800	    664545308864299904	Praesepe	129.89338	+20.95568	13.134	 5.329	 0.048	129.89338	+20.95568
130.6450600	+20.9946200	    664862453545857920	Praesepe	130.64506	+20.99462	15.026	 5.576	 0.014	130.64506	+20.99462
128.4097500	+20.4812300	    664586476127906560	Praesepe	128.40975	+20.48123	17.327	 5.204	 0.039	128.40975	+20.48123
128.5870100	+20.5289600	    664593309419200000	Praesepe	128.58701	+20.52896	18.233	 5.357	 0.043	128.58701	+20.52896
128.7482800	+21.0969300	    664683130070043136	Praesepe	128.74828	+21.09693	11.009	 5.567	 0.025	128.74828	+21.09693
130.6913400	+21.2711200	    664876747197002112	Praesepe	130.69134	+21.27112	13.829	 5.347	 0.023	130.69134	+21.27112
129.1666200	+20.6097300	    664600804138934400	Praesepe	129.16662	+20.60973	11.679	 5.229	 0.009	129.16662	+20.60973
128.5129300	+20.3417800	    664580909850406528	Praesepe	128.51293	+20.34178	16.735	 5.257	 0.058	128.51293	+20.34178
129.1046100	+21.1489600	    664775729566784512	Praesepe	129.10461	+21.14896	15.378	 5.436	 0.033	129.10461	+21.14896
128.5202200	+20.6797800	    664642516861165312	Praesepe	128.52022	+20.67978	16.131	 5.318	 0.012	128.52022	+20.67978
129.8849800	+21.0478900	    664549913069748736	Praesepe	129.88498	+21.04789	17.678	 5.230	 0.062	129.88498	+21.04789
130.9362200	+21.2094700	    664873173784204160	Praesepe	130.93622	+21.20947	14.529	 5.505	 0.009	130.93622	+21.20947
129.1159300	+21.1210700	    664727247975949312	Praesepe	129.11593	+21.12107	13.607	 5.374	 0.053	129.11593	+21.12107
128.3059600	+20.5502700	    664634820279791488	Praesepe	128.30596	+20.55027	16.309	 5.437	 0.075	128.30596	+20.55027
129.1224600	+21.0528100	    664726045385110144	Praesepe	129.12246	+21.05281	17.010	 5.259	 0.034	129.12246	+21.05281
128.5180200	+20.5750600	    664594585026149504	Praesepe	128.51802	+20.57506	12.512	 5.512	 0.033	128.51802	+20.57506
130.0319500	+21.0626700	    664547890141278464	Praesepe	130.03195	+21.06267	 9.235	 5.552	 0.064	130.03195	+21.06267
128.1350100	+20.8446700	    664658700297947008	Praesepe	128.13501	+20.84467	16.491	 5.310	 0.060	128.13501	+20.84467
129.5578000	+21.1572400	    664720238589375232	Praesepe	129.55780	+21.15724	15.799	 5.374	 0.054	129.55780	+21.15724
129.2796100	+20.7788400	    664610562304515712	Praesepe	129.27961	+20.77884	16.671	 5.301	 0.002	129.27961	+20.77884
129.6543500	+21.2468400	    664744427845176576	Praesepe	129.65435	+21.24684	17.509	 5.310	 0.028	129.65435	+21.24684
128.3079100	+20.7133900	    664641413053011328	Praesepe	128.30791	+20.71339	18.642	 5.281	 0.083	128.30791	+20.71339
129.6173000	+21.5460600	    664770472526841472	Praesepe	129.61730	+21.54606	12.911	 5.547	 0.037	129.61730	+21.54606
128.9871200	+20.8262500	    664625302630788608	Praesepe	128.98712	+20.82625	11.630	 5.359	 0.092	128.98712	+20.82625
128.8238900	+20.5645300	    664591595728990336	Praesepe	128.82389	+20.56453	 8.364	 5.381	 0.050	128.82389	+20.56453
128.5277200	+20.8296300	    664649040915007872	Praesepe	128.52772	+20.82963	17.847	 5.457	 0.032	128.52772	+20.82963
128.5473100	+21.0707200	    664689276168733056	Praesepe	128.54731	+21.07072	18.110	 5.396	 0.024	128.54731	+21.07072
128.0112200	+20.7723600	    664656398195401728	Praesepe	128.01122	+20.77236	17.233	 5.004	 0.063	128.01122	+20.77236
129.5952200	+21.4334200	    664763085183100160	Praesepe	129.59522	+21.43342	18.391	 5.400	 0.030	129.59522	+21.43342
130.7209300	+20.8191800	    664845308036464256	Praesepe	130.72093	+20.81918	 8.762	 5.487	 0.057	130.72093	+20.81918
129.3831900	+16.9599000	    658463772612207616	Praesepe	129.38319	+16.95990	16.932	 5.375	 0.040	129.38319	+16.95990
130.0001100	+17.3683200	    658506344327926784	Praesepe	130.00011	+17.36832	18.226	 5.320	 0.033	130.00011	+17.36832
130.3119800	+17.4601100	    658587467670294784	Praesepe	130.31198	+17.46011	18.012	 5.287	 0.031	130.31198	+17.46011
130.6167900	+17.2467500	    658530396144737152	Praesepe	130.61679	+17.24675	16.860	 5.302	 0.046	130.61679	+17.24675
129.5320400	+17.0506200	    658465872852222720	Praesepe	129.53204	+17.05062	 9.666	 5.313	 0.063	129.53204	+17.05062
130.7933000	+17.3685900	    658538784217148672	Praesepe	130.79330	+17.36859	13.588	 5.193	 0.047	130.79330	+17.36859
130.1918600	+16.8187000	    658399588621005312	Praesepe	130.19186	+16.81870	18.263	 5.191	 0.067	130.19186	+16.81870
130.2884500	+17.5713200	    658602070559194496	Praesepe	130.28845	+17.57132	17.998	 5.659	 0.061	130.28845	+17.57132
130.3588100	+17.8034700	    658615440793299712	Praesepe	130.35881	+17.80347	16.564	 5.500	 0.010	130.35881	+17.80347
128.2985400	+16.2642400	    658694566974774656	Praesepe	128.29854	+16.26424	18.501	 4.919	 0.030	128.29854	+16.26424
130.5729400	+17.9874600	    658641996575437440	Praesepe	130.57294	+17.98746	16.676	 5.353	 0.014	130.57294	+17.98746
130.9655900	+17.6555400	    658570974996041344	Praesepe	130.96559	+17.65554	16.928	 5.227	 0.045	130.96559	+17.65554
130.9550400	+17.6592400	    658570601334852352	Praesepe	130.95504	+17.65924	18.910	 5.076	 0.054	130.95504	+17.65924
130.9471600	+18.0499800	    658645574283870720	Praesepe	130.94716	+18.04998	17.306	 5.402	 0.014	130.94716	+18.04998
130.4102100	+17.6399700	    658607950370340608	Praesepe	130.41021	+17.63997	14.526	 5.343	 0.001	130.41021	+17.63997
131.0496800	+17.9021400	    658628905514597376	Praesepe	131.04968	+17.90214	 9.814	 5.246	 0.012	131.04968	+17.90214
129.6291000	+16.7902100	    658445218353519488	Praesepe	129.62910	+16.79021	11.614	 5.499	 0.022	129.62910	+16.79021
130.8109700	+17.7083600	    658618155212680832	Praesepe	130.81097	+17.70836	17.675	 5.510	 0.052	130.81097	+17.70836
130.3240100	+17.0556800	    658436014239681536	Praesepe	130.32401	+17.05568	17.321	 5.430	 0.059	130.32401	+17.05568
129.6035400	+16.9766500	    658461680964201472	Praesepe	129.60354	+16.97665	15.906	 5.251	 0.050	129.60354	+16.97665
130.9599000	+17.4188100	    658528265841052672	Praesepe	130.95990	+17.41881	18.138	 5.459	 0.042	130.95990	+17.41881
126.9607100	+20.2433600	    663782904926907392	Praesepe	126.96071	+20.24336	13.849	 5.283	 0.033	126.96071	+20.24336
127.0039800	+19.9047400	    663755485855805568	Praesepe	127.00398	+19.90474	12.514	 5.177	 0.021	127.00398	+19.90474
126.8132300	+20.3789000	    663834856851415040	Praesepe	126.81323	+20.37890	12.615	 5.226	 0.030	126.81323	+20.37890
126.3424900	+20.3657100	    663842755294579712	Praesepe	126.34249	+20.36571	18.946	 5.514	 0.065	126.34249	+20.36571
126.8775700	+20.2182200	    663781564897118592	Praesepe	126.87757	+20.21822	13.546	 5.360	 0.042	126.87757	+20.21822
127.1025900	+20.4649200	    663883132283474560	Praesepe	127.10259	+20.46492	18.649	 5.652	 0.064	127.10259	+20.46492
133.7002800	+20.8054800	    684924555022699648	Praesepe	133.70028	+20.80548	14.211	 5.571	 0.010	133.70028	+20.80548
134.0288000	+20.5935400	    684902835372591104	Praesepe	134.02880	+20.59354	19.633	 6.342	 0.103	134.02880	+20.59354
127.8743100	+20.4103700	    663140171661012480	Praesepe	127.87431	+20.41037	14.001	 5.409	 0.036	127.87431	+20.41037
128.4278600	+20.2444200	    663078530290541952	Praesepe	128.42786	+20.24442	13.411	 5.338	 0.028	128.42786	+20.24442
128.3477200	+20.3008800	    663082653459050752	Praesepe	128.34772	+20.30088	18.469	 5.402	 0.018	128.34772	+20.30088
128.1948200	+19.9976700	    663067638253511552	Praesepe	128.19482	+19.99767	16.722	 5.315	 0.017	128.19482	+19.99767
127.2078500	+19.9889300	    663011734958828416	Praesepe	127.20785	+19.98893	15.155	 5.434	 0.009	127.20785	+19.98893
128.2174900	+19.9766000	    663055818503513088	Praesepe	128.21749	+19.97660	12.736	 5.348	 0.019	128.21749	+19.97660
126.9621700	+19.8057100	    663002663987903872	Praesepe	126.96217	+19.80571	15.102	 5.486	 0.046	126.96217	+19.80571
128.2481100	+20.1207400	    663070971148025728	Praesepe	128.24811	+20.12074	18.007	 5.517	 0.027	128.24811	+20.12074
128.2809300	+20.1300100	    663070352672827136	Praesepe	128.28093	+20.13001	13.570	 5.398	 0.041	128.28093	+20.13001
127.8996100	+20.4052900	    663140102941534720	Praesepe	127.89961	+20.40529	18.556	 5.547	 0.016	127.89961	+20.40529
128.1390800	+20.0800500	    663069150081902592	Praesepe	128.13908	+20.08005	12.865	 5.480	 0.068	128.13908	+20.08005
127.1660500	+19.7286300	    662998983199228032	Praesepe	127.16605	+19.72863	18.296	 5.127	 0.020	127.16605	+19.72863
128.3912700	+20.0737200	    663063068408290944	Praesepe	128.39127	+20.07372	16.179	 5.353	 0.019	128.39127	+20.07372
125.7140400	+18.8006500	    663200850958665088	Praesepe	125.71404	+18.80065	17.137	 5.333	 0.099	125.71404	+18.80065
128.0076800	+19.9797100	    663044514149509888	Praesepe	128.00768	+19.97971	17.107	 5.430	 0.025	128.00768	+19.97971
128.3524200	+19.8826700	    663050527103803136	Praesepe	128.35242	+19.88267	16.741	 5.675	 0.065	128.35242	+19.88267
130.7095000	+15.4493400	    609661300474220416	Praesepe	130.70950	+15.44934	12.757	 5.498	 0.048	130.70950	+15.44934
132.0613600	+22.5589700	    689130461877120256	Praesepe	132.06136	+22.55897	14.979	 5.609	 0.071	132.06136	+22.55897
132.2342800	+23.3326000	    689285355576359168	Praesepe	132.23428	+23.33260	17.217	 6.120	 0.071	132.23428	+23.33260
132.1799800	+22.4996500	    689079295930859008	Praesepe	132.17998	+22.49965	18.521	 5.454	 0.051	132.17998	+22.49965
132.1082700	+22.6086500	    689132145504296064	Praesepe	132.10827	+22.60865	17.333	 5.760	 0.075	132.10827	+22.60865
127.2093200	+21.1280400	    663991846495546496	Praesepe	127.20932	+21.12804	17.053	 5.332	 0.041	127.20932	+21.12804
126.3987200	+21.1023000	    664164607259059328	Praesepe	126.39872	+21.10230	17.242	 5.422	 0.024	126.39872	+21.10230
127.3663800	+21.1439300	    663981126257232768	Praesepe	127.36638	+21.14393	15.088	 5.308	 0.021	127.36638	+21.14393
126.1375200	+21.7393600	    676256486390524288	Praesepe	126.13752	+21.73936	 9.844	 5.177	 0.030	126.13752	+21.73936
125.7152500	+21.6694600	    676263049100512256	Praesepe	125.71525	+21.66946	15.688	 5.190	 0.047	125.71525	+21.66946
131.3310200	+16.1193900	    610086944617465088	Praesepe	131.33102	+16.11939	18.877	 5.393	 0.069	131.33102	+16.11939
131.8484600	+16.4136500	    610194662397070080	Praesepe	131.84846	+16.41365	18.111	 5.549	 0.071	131.84846	+16.41365
131.8086700	+16.3964300	    610194902914961664	Praesepe	131.80867	+16.39643	10.510	 5.371	 0.055	131.80867	+16.39643
132.4513200	+16.1309300	    610136701814354560	Praesepe	132.45132	+16.13093	12.292	 5.191	 0.004	132.45132	+16.13093
132.3347400	+16.4484200	    610158378513683712	Praesepe	132.33474	+16.44842	17.786	 5.272	 0.064	132.33474	+16.44842
132.2365200	+23.8394000	    689503157663182080	Praesepe	132.23652	+23.83940	18.273	 5.846	 0.028	132.23652	+23.83940
130.2303000	+18.5830100	    659477217391773696	Praesepe	130.23030	+18.58301	13.927	 5.280	 0.058	130.23030	+18.58301
129.7070400	+18.2658100	    659452272221698432	Praesepe	129.70704	+18.26581	12.319	 5.310	 0.032	129.70704	+18.26581
130.1421900	+18.3591300	    659464122035016320	Praesepe	130.14219	+18.35913	17.535	 5.430	 0.047	130.14219	+18.35913
130.1848200	+18.6564700	    659489518178180864	Praesepe	130.18482	+18.65647	12.637	 5.194	 0.055	130.18482	+18.65647
128.3549500	+18.3461900	    659595994711604352	Praesepe	128.35495	+18.34619	18.308	 5.640	 0.065	128.35495	+18.34619
129.6807300	+17.9379500	    659426605497226880	Praesepe	129.68073	+17.93795	18.223	 5.298	 0.030	129.68073	+17.93795
129.9189800	+18.6162600	    659485807326329600	Praesepe	129.91898	+18.61626	17.083	 5.207	 0.026	129.91898	+18.61626
129.0974400	+18.4057900	    659561604909477632	Praesepe	129.09744	+18.40579	15.176	 5.227	 0.027	129.09744	+18.40579
129.1709800	+18.3072600	    659547998453087488	Praesepe	129.17098	+18.30726	15.473	 5.461	 0.041	129.17098	+18.30726
130.3812400	+18.5005600	    659472235229782912	Praesepe	130.38124	+18.50056	10.261	 5.446	 0.062	130.38124	+18.50056
130.3505800	+18.2340400	    659411796450014464	Praesepe	130.35058	+18.23404	14.880	 5.359	 0.052	130.35058	+18.23404
129.5296700	+17.7823900	    659329126920001408	Praesepe	129.52967	+17.78239	15.748	 5.471	 0.036	129.52967	+17.78239
130.4676800	+18.0518600	    659393929386140288	Praesepe	130.46768	+18.05186	14.349	 5.490	 0.037	130.46768	+18.05186
130.0408200	+18.0971700	    659388466187693440	Praesepe	130.04082	+18.09717	13.056	 5.568	 0.073	130.04082	+18.09717
128.9771300	+18.1493000	    659539236719824768	Praesepe	128.97713	+18.14930	10.735	 5.249	 0.020	128.97713	+18.14930
129.7116900	+18.0145200	    659427464490677632	Praesepe	129.71169	+18.01452	16.745	 5.173	 0.052	129.71169	+18.01452
129.6276400	+18.1217200	    659443819726136704	Praesepe	129.62764	+18.12172	14.989	 5.070	 0.046	129.62764	+18.12172
130.0798800	+18.6339900	    659488826687020672	Praesepe	130.07988	+18.63399	18.636	 5.530	 0.042	130.07988	+18.63399
129.6429400	+18.1880200	    659445743871414528	Praesepe	129.64294	+18.18802	14.845	 5.543	 0.039	129.64294	+18.18802
130.0921900	+18.1234900	    659388947224025856	Praesepe	130.09219	+18.12349	14.685	 5.301	 0.067	130.09219	+18.12349
130.0709500	+18.6082300	    659488349947010176	Praesepe	130.07095	+18.60823	17.299	 5.517	 0.049	130.07095	+18.60823
129.6676500	+17.9331700	    659332764755294976	Praesepe	129.66765	+17.93317	18.909	 5.204	 0.068	129.66765	+17.93317
129.7352700	+18.2165200	    659440138937561344	Praesepe	129.73527	+18.21652	18.414	 5.420	 0.011	129.73527	+18.21652
130.0552600	+18.7239400	    659494049367276544	Praesepe	130.05526	+18.72394	18.215	 5.349	 0.017	130.05526	+18.72394
129.0018200	+17.9758900	    659532399131904768	Praesepe	129.00182	+17.97589	15.537	 5.290	 0.034	129.00182	+17.97589
130.0799500	+18.2113600	    659413750659083776	Praesepe	130.07995	+18.21136	18.667	 5.326	 0.030	130.07995	+18.21136
130.1292900	+18.4322200	    659467871542951552	Praesepe	130.12929	+18.43222	15.937	 5.116	 0.041	130.12929	+18.43222
129.8452600	+18.0759300	    659428731504648960	Praesepe	129.84526	+18.07593	18.975	 5.376	 0.021	129.84526	+18.07593
129.3449700	+17.6875200	    659321499058103424	Praesepe	129.34497	+17.68752	17.007	 5.326	 0.027	129.34497	+17.68752
130.0794000	+18.3619000	    659462855021155840	Praesepe	130.07940	+18.36190	16.079	 5.286	 0.027	130.07940	+18.36190
130.1398300	+18.6744400	    659490510313883264	Praesepe	130.13983	+18.67444	11.453	 5.450	 0.078	130.13983	+18.67444
130.2608500	+18.1684900	    659409764929410048	Praesepe	130.26085	+18.16849	18.114	 5.440	 0.074	130.26085	+18.16849
128.8208800	+17.6067000	    659309232631451392	Praesepe	128.82088	+17.60670	17.228	 4.960	 0.089	128.82088	+17.60670
129.9564800	+18.3473800	    659466222275521792	Praesepe	129.95648	+18.34738	 9.028	 5.201	 0.035	129.95648	+18.34738
129.9041500	+17.7888200	    659373141744409984	Praesepe	129.90415	+17.78882	14.753	 5.302	 0.060	129.90415	+17.78882
128.7020100	+17.9329200	    659522430511553792	Praesepe	128.70201	+17.93292	18.080	 5.281	 0.084	128.70201	+17.93292
129.3300200	+18.1482100	    659354450047069824	Praesepe	129.33002	+18.14821	13.927	 5.344	 0.023	129.33002	+18.14821
128.7242400	+18.0181200	    659524805629742592	Praesepe	128.72424	+18.01812	17.857	 5.405	 0.036	128.72424	+18.01812
129.9061500	+18.1703500	    659436153207801344	Praesepe	129.90615	+18.17035	12.052	 5.272	 0.058	129.90615	+18.17035
128.6962800	+18.0210900	    659524152794716032	Praesepe	128.69628	+18.02109	13.248	 5.205	 0.003	128.69628	+18.02109
129.7955300	+18.1759400	    659439078082230016	Praesepe	129.79553	+18.17594	10.115	 5.545	 0.071	129.79553	+18.17594
130.2185800	+18.0169800	    659372518973185536	Praesepe	130.21858	+18.01698	18.836	 5.354	 0.056	130.21858	+18.01698
130.4262600	+18.2132900	    659416705596732032	Praesepe	130.42626	+18.21329	18.628	 5.560	 0.046	130.42626	+18.21329
128.8160000	+17.8456400	    659506212714968832	Praesepe	128.81600	+17.84564	18.839	 4.919	 0.044	128.81600	+17.84564
129.8775500	+17.9808500	    659380666527013248	Praesepe	129.87755	+17.98085	17.490	 5.555	 0.060	129.87755	+17.98085
129.8642500	+18.2487400	    659441242745739648	Praesepe	129.86425	+18.24874	17.289	 5.099	 0.037	129.86425	+18.24874
129.9004800	+18.6802300	    659487039980639872	Praesepe	129.90048	+18.68023	18.208	 5.247	 0.028	129.90048	+18.68023
129.1311300	+18.3152300	    659559783843349120	Praesepe	129.13113	+18.31523	17.074	 5.118	 0.059	129.13113	+18.31523
130.2936600	+18.2685900	    659415129344636544	Praesepe	130.29366	+18.26859	15.545	 5.506	 0.055	130.29366	+18.26859
128.9466000	+18.1415900	    659550884671134336	Praesepe	128.94660	+18.14159	16.530	 5.598	 0.014	128.94660	+18.14159
128.9702500	+18.3140900	    659559027929113728	Praesepe	128.97025	+18.31409	15.830	 5.556	 0.058	128.97025	+18.31409
129.0499800	+17.8796000	    659343111333443968	Praesepe	129.04998	+17.87960	17.615	 5.265	 0.004	129.04998	+17.87960
128.9964700	+18.3081800	    659558993569374848	Praesepe	128.99647	+18.30818	15.763	 5.277	 0.028	128.99647	+18.30818
130.1509000	+17.9500800	    659370461684793216	Praesepe	130.15090	+17.95008	16.408	 5.380	 0.069	130.15090	+17.95008
