#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:30:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1a&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=pleiades&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1a
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=pleiades
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	mas	mas	deg	deg
     63989691247627776	Pleiades	056.41308	+22.07295	17.342	 7.412	 0.024	056.41308	+22.07295
     58368884727558784	Pleiades	052.39678	+20.94077	14.606	 7.582	 0.027	052.39678	+20.94077
     56950239849717248	Pleiades	054.39778	+18.89626	16.305	 6.944	 0.034	054.39778	+18.89626
    118159193173934848	Pleiades	051.83937	+27.86425	15.258	 7.168	 0.025	051.83937	+27.86425
     53783852522073856	Pleiades	060.93413	+22.94409	 9.519	 7.251	 0.020	060.93413	+22.94409
     53892669813156736	Pleiades	060.95658	+23.72037	17.006	 7.953	 0.020	060.95658	+23.72037
     53864804065393536	Pleiades	060.70828	+23.51061	15.806	 7.141	 0.020	060.70828	+23.51061
     53892768594980096	Pleiades	060.95726	+23.72354	19.248	 7.876	 0.012	060.95726	+23.72354
     64936508198907904	Pleiades	057.18937	+23.33872	12.895	 7.385	 0.021	057.18937	+23.33872
     65056526764528128	Pleiades	055.93744	+23.05570	15.566	 7.203	 0.012	055.93744	+23.05570
     65222484301282048	Pleiades	056.42643	+24.06963	18.914	 7.429	 0.101	056.42643	+24.06963
     65222759179189248	Pleiades	056.39758	+24.08302	 9.982	 7.267	 0.083	056.39758	+24.08302
     65199222758514048	Pleiades	056.66684	+23.78275	16.116	 7.150	 0.054	056.66684	+23.78275
     65112739296356608	Pleiades	055.10958	+23.35794	16.725	 7.272	 0.096	055.10958	+23.35794
     65216643145862144	Pleiades	056.51800	+23.92785	15.747	 7.028	 0.048	056.51800	+23.92785
     65204342359530112	Pleiades	056.55978	+23.85062	18.104	 7.210	 0.077	056.55978	+23.85062
     65199978672758272	Pleiades	056.65709	+23.78752	10.038	 7.464	 0.045	056.65709	+23.78752
     64928605459180416	Pleiades	057.41426	+23.28991	10.929	 7.139	 0.015	057.41426	+23.28991
     64942001460286080	Pleiades	057.31518	+23.38018	17.712	 7.478	 0.057	057.31518	+23.38018
     65210389673469312	Pleiades	056.73249	+23.93988	16.542	 6.951	 0.066	056.73249	+23.93988
     65058760147520000	Pleiades	056.03891	+23.14620	16.603	 7.269	 0.014	056.03891	+23.14620
     65169943964429952	Pleiades	056.27834	+23.61415	17.024	 7.301	 0.028	056.27834	+23.61415
     65173620458875008	Pleiades	056.46272	+23.62128	17.015	 7.145	 0.048	056.46272	+23.62128
     64988322684358144	Pleiades	057.09465	+23.46175	16.880	 7.380	 0.033	057.09465	+23.46175
     65063707949772672	Pleiades	055.85174	+23.22491	15.638	 7.068	 0.088	055.85174	+23.22491
     65190838982357760	Pleiades	056.41216	+23.81539	18.092	 7.359	 0.053	056.41216	+23.81539
     64928674178659968	Pleiades	057.38409	+23.27151	17.550	 7.261	 0.094	057.38409	+23.27151
     64989490915460608	Pleiades	057.04583	+23.50682	13.732	 7.310	 0.019	057.04583	+23.50682
     65190220507070208	Pleiades	056.37332	+23.76031	12.866	 7.284	 0.027	056.37332	+23.76031
     64925444363253632	Pleiades	057.42150	+23.24966	17.638	 7.613	 0.071	057.42150	+23.24966
     65178568258674176	Pleiades	056.41428	+23.75410	11.889	 7.510	 0.154	056.41428	+23.75410
     65042645428743680	Pleiades	055.45410	+23.05639	17.785	 7.330	 0.073	055.45410	+23.05639
     65052953351603456	Pleiades	055.38534	+23.16153	12.426	 7.443	 0.031	055.38534	+23.16153
     65119469509073152	Pleiades	055.16450	+23.44287	18.596	 7.298	 0.129	055.16450	+23.44287
     64889126119831040	Pleiades	057.09446	+22.87248	15.088	 7.621	 0.007	057.09446	+22.87248
     65101606741121792	Pleiades	055.35827	+23.25981	16.863	 7.475	 0.026	055.35827	+23.25981
     65212206443054464	Pleiades	056.80496	+24.01240	18.344	 7.255	 0.048	056.80496	+24.01240
     64891634380723712	Pleiades	057.25428	+22.98022	14.527	 7.347	 0.028	057.25428	+22.98022
     65117206062341760	Pleiades	055.00087	+23.43478	14.763	 7.362	 0.028	055.00087	+23.43478
     65217605216685568	Pleiades	056.45599	+23.95147	18.189	 7.718	 0.094	056.45599	+23.95147
     65047043476608128	Pleiades	055.35990	+23.13395	16.766	 7.097	 0.033	055.35990	+23.13395
     64930495244783616	Pleiades	057.38645	+23.38021	 9.027	 7.141	 0.048	057.38645	+23.38021
     64990792288875264	Pleiades	056.90022	+23.47394	17.436	 7.439	 0.060	056.90022	+23.47394
     64971933089093760	Pleiades	056.53493	+23.34733	13.240	 7.323	 0.009	056.53493	+23.34733
     65011476851589632	Pleiades	056.77419	+23.75950	18.498	 7.284	 0.027	056.77419	+23.75950
     64963377514329984	Pleiades	056.84185	+23.35996	16.719	 7.313	 0.088	056.84185	+23.35996
     65229184450247296	Pleiades	056.51910	+24.16537	17.324	 7.299	 0.076	056.51910	+24.16537
     64896101146708224	Pleiades	057.21119	+23.07487	17.233	 7.820	 0.026	057.21119	+23.07487
     64986325522809728	Pleiades	057.02081	+23.40358	18.309	 7.515	 0.058	057.02081	+23.40358
     64964717544035200	Pleiades	056.63706	+23.30514	14.038	 7.304	 0.022	056.63706	+23.30514
     65017627244152064	Pleiades	056.83746	+23.80315	 6.982	 7.260	 0.033	056.83746	+23.80315
     65010549138050944	Pleiades	056.80648	+23.71409	12.214	 7.352	 0.003	056.80648	+23.71409
     64952068862923520	Pleiades	056.58921	+23.08571	17.939	 7.424	 0.104	056.58921	+23.08571
     65052639818118400	Pleiades	055.43226	+23.13315	18.783	 7.327	 0.010	055.43226	+23.13315
     64990349908937984	Pleiades	056.86723	+23.44803	15.751	 7.198	 0.035	056.86723	+23.44803
     65020414679879296	Pleiades	056.96895	+23.94103	 9.753	 7.449	 0.013	056.96895	+23.94103
     64922283267331968	Pleiades	057.30137	+23.22815	13.655	 7.389	 0.011	057.30137	+23.22815
     64923279699744256	Pleiades	057.25982	+23.25225	11.470	 7.132	 0.028	057.25982	+23.25225
     65019246448775424	Pleiades	057.02449	+23.88345	17.412	 7.159	 0.044	057.02449	+23.88345
     65204342357685632	Pleiades	056.55990	+23.85024	18.970	 7.126	 0.055	056.55990	+23.85024
     65230764996027776	Pleiades	056.56677	+24.18973	 8.208	 7.205	 0.037	056.56677	+24.18973
     65194584193758336	Pleiades	056.26375	+23.83922	11.690	 7.321	 0.025	056.26375	+23.83922
     65026839950559744	Pleiades	055.44629	+22.85684	13.902	 7.388	 0.024	055.44629	+22.85684
     65155856471318912	Pleiades	055.69027	+23.82283	17.721	 7.304	 0.081	055.69027	+23.82283
     64988803720689408	Pleiades	057.08581	+23.51688	17.791	 7.214	 0.024	057.08581	+23.51688
     65023232178029440	Pleiades	055.62266	+22.79039	14.238	 7.213	 0.022	055.62266	+22.79039
     64915754917051520	Pleiades	057.35676	+23.04711	17.340	 7.642	 0.078	057.35676	+23.04711
     65200283613608704	Pleiades	056.61546	+23.81250	17.162	 7.211	 0.047	056.61546	+23.81250
     64917094946846848	Pleiades	057.27475	+23.10592	16.102	 7.489	 0.068	057.27475	+23.10592
     65027595864800000	Pleiades	055.51978	+22.85836	 9.050	 7.368	 0.019	055.51978	+22.85836
     65113873167733248	Pleiades	054.98907	+23.32826	17.113	 8.249	 0.034	054.98907	+23.32826
     65211145587780992	Pleiades	056.64972	+23.96683	13.743	 7.144	 0.004	056.64972	+23.96683
     65214409762926720	Pleiades	056.45402	+23.85269	13.576	 7.402	 0.027	056.45402	+23.85269
     65125864716379264	Pleiades	055.21373	+23.59823	12.457	 7.438	 0.017	055.21373	+23.59823
     65119164567417856	Pleiades	055.21027	+23.41825	10.659	 7.411	 0.036	055.21027	+23.41825
     65196405259884544	Pleiades	056.24422	+23.92788	16.124	 7.287	 0.063	056.24422	+23.92788
     65196370900147968	Pleiades	056.22443	+23.92109	10.587	 7.224	 0.048	056.22443	+23.92109
     64921389914137984	Pleiades	057.24911	+23.20189	17.930	 7.287	 0.137	057.24911	+23.20189
     65098514364769408	Pleiades	055.21602	+23.23054	16.262	 7.294	 0.020	055.21602	+23.23054
     65027905102436608	Pleiades	055.60963	+22.89446	13.717	 7.360	 0.021	055.60963	+22.89446
     64950625753906176	Pleiades	056.58094	+23.01532	17.656	 7.308	 0.077	056.58094	+23.01532
     65221487868870784	Pleiades	056.46524	+24.03868	 7.818	 7.252	 0.015	056.46524	+24.03868
     65064837524605312	Pleiades	056.09236	+23.18175	18.222	 7.085	 0.039	056.09236	+23.18175
     65013474012743936	Pleiades	056.92168	+23.74009	13.348	 7.336	 0.036	056.92168	+23.74009
     65206674525036672	Pleiades	056.75156	+23.87990	17.489	 7.387	 0.016	056.75156	+23.87990
     65011481147922560	Pleiades	056.77549	+23.75545	17.329	 7.051	 0.035	056.77549	+23.75545
     64981931772948480	Pleiades	056.57506	+23.48646	10.361	 7.096	 0.023	056.57506	+23.48646
     65011412428446592	Pleiades	056.78942	+23.74199	14.191	 7.324	 0.065	056.78942	+23.74199
     65012408860856832	Pleiades	056.93613	+23.70071	16.682	 7.252	 0.045	056.93613	+23.70071
     65215058301202816	Pleiades	056.44550	+23.88329	18.056	 7.553	 0.044	056.44550	+23.88329
     65232066371441792	Pleiades	055.91557	+23.69223	17.896	 7.280	 0.055	055.91557	+23.69223
     65179946945247488	Pleiades	056.08703	+23.56093	15.825	 7.509	 0.047	056.08703	+23.56093
     65165653294149760	Pleiades	056.30592	+23.51672	16.187	 7.266	 0.030	056.30592	+23.51672
     65040686925109760	Pleiades	055.49449	+22.95035	15.639	 7.429	 0.021	055.49449	+22.95035
     64981863053470592	Pleiades	056.59368	+23.48543	17.261	 7.193	 0.045	056.59368	+23.48543
     64966916567283456	Pleiades	056.73054	+23.38022	17.490	 7.360	 0.071	056.73054	+23.38022
     65010519075247616	Pleiades	056.84458	+23.73507	16.373	 7.448	 0.015	056.84458	+23.73507
     64993579724240896	Pleiades	056.87476	+23.55403	18.333	 7.300	 0.049	056.87476	+23.55403
     65005846150835200	Pleiades	056.86159	+23.63388	16.357	 7.168	 0.049	056.86159	+23.63388
     64956127609659008	Pleiades	056.45578	+23.14288	16.677	 7.433	 0.067	056.45578	+23.14288
     64962174923490304	Pleiades	056.88419	+23.30634	16.442	 7.305	 0.056	056.88419	+23.30634
     65161976802151680	Pleiades	056.24574	+23.38874	13.387	 7.558	 0.022	056.24574	+23.38874
     65163110673516928	Pleiades	056.24182	+23.40848	16.349	 7.322	 0.083	056.24182	+23.40848
     65007083101413888	Pleiades	056.86189	+23.67813	 7.732	 7.513	 0.050	056.86189	+23.67813
     65161560188203776	Pleiades	056.24789	+23.35489	17.576	 8.200	 0.065	056.24789	+23.35489
     65167577439502592	Pleiades	056.15126	+23.50291	15.409	 7.210	 0.021	056.15126	+23.50291
     64984951133439232	Pleiades	056.55285	+23.58702	17.126	 7.308	 0.101	056.55285	+23.58702
     65007942094880640	Pleiades	056.68706	+23.61856	17.585	 7.004	 0.081	056.68706	+23.61856
     65008010814357248	Pleiades	056.68002	+23.62261	17.416	 7.246	 0.025	056.68002	+23.62261
     65005262035285888	Pleiades	056.76583	+23.61612	14.287	 7.147	 0.038	056.76583	+23.61612
     65207709611941376	Pleiades	056.85182	+23.91448	 7.273	 7.182	 0.037	056.85182	+23.91448
     65029550073165184	Pleiades	055.73566	+22.85484	18.148	 7.208	 0.024	055.73566	+22.85484
     65008388771477120	Pleiades	056.71927	+23.64515	16.521	 7.201	 0.032	056.71927	+23.64515
     65178190301724544	Pleiades	056.40739	+23.73044	18.726	 7.608	 0.036	056.40739	+23.73044
     65181321334778240	Pleiades	056.14966	+23.57818	18.668	 7.048	 0.059	056.14966	+23.57818
     64987876007763968	Pleiades	057.06356	+23.43469	16.442	 7.404	 0.048	057.06356	+23.43469
     65181527493208192	Pleiades	056.13224	+23.59043	16.082	 7.243	 0.024	056.13224	+23.59043
     64899017426872960	Pleiades	056.69618	+22.91439	10.343	 7.232	 0.021	056.69618	+22.91439
     65162492198224768	Pleiades	056.28508	+23.41678	17.826	 7.567	 0.010	056.28508	+23.41678
     65004437401569664	Pleiades	056.74245	+23.56062	16.721	 7.403	 0.021	056.74245	+23.56062
     65004712279475712	Pleiades	056.72404	+23.58336	10.383	 7.397	 0.032	056.72404	+23.58336
     64909153549943296	Pleiades	057.09972	+23.13548	17.281	 7.498	 0.081	057.09972	+23.13548
     65184894747573376	Pleiades	055.90468	+23.64210	15.956	 7.295	 0.059	055.90468	+23.64210
     65125452399528320	Pleiades	055.13134	+23.55046	14.429	 7.478	 0.038	055.13134	+23.55046
     65049139420729856	Pleiades	055.52400	+23.12057	19.183	 7.358	 0.101	055.52400	+23.12057
     64967603762044928	Pleiades	056.78974	+23.43216	17.078	 7.149	 0.053	056.78974	+23.43216
     65120470237460480	Pleiades	055.34580	+23.48674	 9.062	 7.489	 0.035	055.34580	+23.48674
     64977705525131904	Pleiades	056.64730	+23.41154	14.102	 7.265	 0.019	056.64730	+23.41154
     64974574492213248	Pleiades	056.42870	+23.33660	17.400	 7.453	 0.051	056.42870	+23.33660
     64900739711320960	Pleiades	056.91586	+23.00111	17.262	 7.467	 0.055	056.91586	+23.00111
     64905618794174720	Pleiades	056.70335	+23.06856	15.062	 7.214	 0.063	056.70335	+23.06856
     65131121756446592	Pleiades	055.47365	+23.45780	13.451	 7.342	 0.059	055.47365	+23.45780
     64985127228608128	Pleiades	056.61581	+23.59252	12.595	 7.252	 0.035	056.61581	+23.59252
     64979732749686016	Pleiades	056.75601	+23.49475	11.269	 7.417	 0.040	056.75601	+23.49475
     64933759417767424	Pleiades	057.18419	+23.26047	17.224	 6.910	 0.097	057.18419	+23.26047
     65168844452782208	Pleiades	056.31845	+23.56698	17.853	 7.335	 0.019	056.31845	+23.56698
     65037731987586304	Pleiades	055.68491	+23.10433	17.096	 7.592	 0.035	055.68491	+23.10433
     64980832261312640	Pleiades	056.70879	+23.53209	16.318	 7.367	 0.047	056.70879	+23.53209
     65169566007289216	Pleiades	056.21366	+23.57225	18.925	 7.467	 0.094	056.21366	+23.57225
     65201073889760896	Pleiades	056.53154	+23.74501	18.679	 7.167	 0.054	056.53154	+23.74501
     65053915424355584	Pleiades	055.56411	+23.19182	17.135	 7.353	 0.055	055.56411	+23.19182
     64913452814489216	Pleiades	056.95058	+23.21789	10.943	 7.359	 0.016	056.95058	+23.21789
     64923137964643840	Pleiades	057.23924	+23.23294	19.401	 7.071	 0.022	057.23924	+23.23294
     64894623677888640	Pleiades	056.97037	+22.99261	16.206	 7.260	 0.114	056.97037	+22.99261
     64934893291213952	Pleiades	057.11688	+23.30056	12.247	 7.425	 0.023	057.11688	+23.30056
     65038281743395584	Pleiades	055.71538	+23.14534	16.858	 7.180	 0.020	055.71538	+23.14534
     64956123313498368	Pleiades	056.45303	+23.14786	10.113	 7.366	 0.033	056.45303	+23.14786
     64951626483855744	Pleiades	056.59017	+23.06677	16.970	 7.486	 0.120	056.59017	+23.06677
     64971722633920768	Pleiades	056.45816	+23.32897	18.171	 7.362	 0.042	056.45816	+23.32897
     64933759417769984	Pleiades	057.18299	+23.25962	 8.324	 7.205	 0.033	057.18299	+23.25962
     64951111087777536	Pleiades	056.65036	+23.07130	15.954	 7.646	 0.004	056.65036	+23.07130
     64941211186036352	Pleiades	057.14388	+23.43460	10.211	 7.281	 0.002	057.14388	+23.43460
     65089473457126784	Pleiades	055.95261	+23.53920	13.432	 7.229	 0.039	055.95261	+23.53920
     65232757863112192	Pleiades	055.91275	+23.73465	16.417	 7.266	 0.059	055.91275	+23.73465
     64974338270788864	Pleiades	056.30068	+23.36457	16.140	 7.356	 0.036	056.30068	+23.36457
     65089336018173440	Pleiades	055.90730	+23.53579	10.576	 7.355	 0.028	055.90730	+23.53579
     65216363971331072	Pleiades	056.41253	+23.95012	17.457	 7.573	 0.047	056.41253	+23.95012
     64912009705490304	Pleiades	056.84946	+23.14901	15.914	 7.286	 0.044	056.84946	+23.14901
     64895139073954944	Pleiades	057.02435	+23.03396	15.166	 7.316	 0.005	057.02435	+23.03396
     65010239900405504	Pleiades	056.77834	+23.71496	12.001	 7.276	 0.024	056.77834	+23.71496
     64998905483757568	Pleiades	057.08270	+23.60314	15.065	 7.286	 0.055	057.08270	+23.60314
     65189739470654464	Pleiades	056.27089	+23.76830	17.131	 7.481	 0.020	056.27089	+23.76830
     64999588381514496	Pleiades	057.07052	+23.63659	 9.986	 7.131	 0.033	057.07052	+23.63659
     64982344089813248	Pleiades	056.46988	+23.46488	16.300	 7.368	 0.050	056.46988	+23.46488
     65017906418989312	Pleiades	056.80702	+23.83130	14.778	 7.360	 0.035	056.80702	+23.83130
     65232105028172160	Pleiades	055.88323	+23.67386	10.645	 7.309	 0.049	055.88323	+23.67386
     64952829074688896	Pleiades	056.66674	+23.11013	 9.288	 7.405	 0.053	056.66674	+23.11013
     65153833543386624	Pleiades	055.49459	+23.70714	13.969	 7.371	 0.019	055.49459	+23.70714
     65212691773969280	Pleiades	056.82547	+24.03644	14.652	 7.287	 0.117	056.82547	+24.03644
     64971177174850304	Pleiades	056.54194	+23.33980	 9.992	 8.109	 0.031	056.54194	+23.33980
     65202830531043968	Pleiades	056.52724	+23.83882	14.631	 7.238	 0.058	056.52724	+23.83882
     64943758103791104	Pleiades	057.38580	+23.41125	16.412	 7.453	 0.050	057.38580	+23.41125
     65211557904569856	Pleiades	056.68172	+23.99494	15.094	 7.286	 0.034	056.68172	+23.99494
     65151531440914560	Pleiades	055.41503	+23.76289	13.877	 7.547	 0.037	055.41503	+23.76289
     64927368508592512	Pleiades	057.52091	+23.30464	17.562	 7.549	 0.077	057.52091	+23.30464
     65079788307324672	Pleiades	055.65118	+23.36784	16.162	 7.278	 0.063	055.65118	+23.36784
     65003612767943040	Pleiades	056.75985	+23.54317	17.936	 7.619	 0.017	056.75985	+23.54317
     64990586130069504	Pleiades	056.90846	+23.46786	13.131	 7.256	 0.042	056.90846	+23.46786
     65207709613871744	Pleiades	056.84993	+23.91428	 9.734	 7.295	 0.016	056.84993	+23.91428
     65225469302220800	Pleiades	056.71439	+24.10433	17.475	 7.299	 0.133	056.71439	+24.10433
     65223583812996864	Pleiades	056.64813	+24.02634	17.089	 7.348	 0.153	056.64813	+24.02634
     65223618172733952	Pleiades	056.66421	+24.02949	11.965	 7.377	 0.024	056.66421	+24.02949
     65214856439472640	Pleiades	056.46044	+23.87376	13.139	 7.229	 0.004	056.46044	+23.87376
     65202418214188544	Pleiades	056.44373	+23.79516	14.811	 7.286	 0.056	056.44373	+23.79516
     65150947325369600	Pleiades	055.36604	+23.70814	10.967	 7.402	 0.012	055.36604	+23.70814
     65195404530870144	Pleiades	056.30266	+23.89570	18.398	 7.374	 0.034	056.30266	+23.89570
     64916751349465856	Pleiades	057.24294	+23.09403	15.290	 7.415	 0.092	057.24294	+23.09403
     65212107660378880	Pleiades	056.76766	+23.99502	 8.323	 7.351	 0.067	056.76766	+23.99502
     65201249983083392	Pleiades	056.52329	+23.75706	14.401	 7.280	 0.038	056.52329	+23.75706
     64889229199044096	Pleiades	057.14669	+22.89491	18.580	 7.694	 0.091	057.14669	+22.89491
     65032745528876032	Pleiades	055.84406	+23.01553	18.518	 7.619	 0.064	055.84406	+23.01553
     65223515093523328	Pleiades	056.59787	+24.03075	16.928	 7.257	 0.085	056.59787	+24.03075
     65108714911246720	Pleiades	055.04043	+23.17555	16.487	 7.169	 0.045	055.04043	+23.17555
     64924413571101952	Pleiades	057.48549	+23.21844	10.134	 6.850	 0.048	057.48549	+23.21844
     64953481907702016	Pleiades	056.70238	+23.16587	18.993	 7.759	 0.173	056.70238	+23.16587
     64950488315122560	Pleiades	056.62931	+23.02616	18.005	 7.248	 0.092	056.62931	+23.02616
     64956127609464320	Pleiades	056.45349	+23.14695	 6.881	 7.378	 0.031	056.45349	+23.14695
     65203758244032512	Pleiades	056.59257	+23.87794	16.333	 7.111	 0.035	056.59257	+23.87794
     65147438335354624	Pleiades	055.39506	+23.63755	17.321	 7.418	 0.030	055.39506	+23.63755
     65134592089910656	Pleiades	055.53692	+23.58790	14.819	 7.285	 0.036	055.53692	+23.58790
     65222518661019520	Pleiades	056.43374	+24.07393	13.716	 7.209	 0.032	056.43374	+24.07393
     65221586651685248	Pleiades	056.49050	+24.05124	18.141	 7.236	 0.101	056.49050	+24.05124
     65072435323295872	Pleiades	056.04683	+23.37913	11.193	 7.482	 0.055	056.04683	+23.37913
     65018417518780672	Pleiades	056.88192	+23.87182	16.898	 7.491	 0.032	056.88192	+23.87182
     65014985841292032	Pleiades	057.07240	+23.80640	16.764	 7.073	 0.052	057.07240	+23.80640
     65019963707009024	Pleiades	056.87337	+23.88024	18.736	 7.454	 0.054	056.87337	+23.88024
     64959662365552384	Pleiades	056.78069	+23.22616	13.154	 7.291	 0.015	056.78069	+23.22616
     65212760495396736	Pleiades	056.85568	+24.04896	15.417	 7.396	 0.054	056.85568	+24.04896
     64960663095015680	Pleiades	056.73799	+23.25048	14.508	 7.414	 0.106	056.73799	+23.25048
     65084358152509440	Pleiades	055.90259	+23.45376	13.858	 7.276	 0.019	055.90259	+23.45376
     65212691775922048	Pleiades	056.82577	+24.03622	13.553	 7.464	 0.067	056.82577	+24.03622
     65136791113382912	Pleiades	055.70385	+23.58001	16.772	 7.476	 0.068	055.70385	+23.58001
     65226092073881856	Pleiades	056.72491	+24.13238	17.332	 7.173	 0.004	056.72491	+24.13238
     65000073712701056	Pleiades	057.01950	+23.65823	19.559	 7.283	 0.050	057.01950	+23.65823
     64879402312818944	Pleiades	056.21358	+23.26873	 8.877	 7.226	 0.032	056.21358	+23.26873
     64981137202021376	Pleiades	056.51728	+23.40533	12.406	 7.350	 0.026	056.51728	+23.40533
     65229734206151680	Pleiades	056.60587	+24.15993	14.807	 7.669	 0.066	056.60587	+24.15993
     65125516823040256	Pleiades	055.11912	+23.56163	19.310	 7.229	 0.033	055.11912	+23.56163
     64884624994048256	Pleiades	056.89500	+22.80113	16.027	 7.350	 0.030	056.89500	+22.80113
     65014195567317504	Pleiades	057.03323	+23.73972	16.025	 7.506	 0.029	057.03323	+23.73972
     65228772133391488	Pleiades	056.49137	+24.14455	17.957	 7.694	 0.003	056.49137	+24.14455
     64997187496822912	Pleiades	057.25485	+23.63748	17.854	 7.417	 0.025	057.25485	+23.63748
     65213172812266240	Pleiades	056.74722	+24.02840	16.167	 7.221	 0.035	056.74722	+24.02840
     64946025846426752	Pleiades	057.20333	+23.41319	17.377	 7.499	 0.061	057.20333	+23.41319
     65128506120036352	Pleiades	055.64182	+23.41428	18.191	 7.234	 0.084	055.64182	+23.41428
     65011962184337664	Pleiades	056.96658	+23.66318	17.093	 7.644	 0.023	056.96658	+23.66318
     65212932294091264	Pleiades	056.78835	+24.05198	15.410	 7.166	 0.016	056.78835	+24.05198
     65107860213588096	Pleiades	055.30763	+23.38475	13.503	 7.222	 0.015	055.30763	+23.38475
     65000863988835200	Pleiades	057.03735	+23.70634	16.826	 7.611	 0.045	057.03735	+23.70634
     65161250950264192	Pleiades	055.51227	+23.93156	15.500	 7.393	 0.115	055.51227	+23.93156
     64929391436043264	Pleiades	057.42060	+23.34138	 8.082	 7.269	 0.067	057.42060	+23.34138
     65208396808627840	Pleiades	056.92276	+23.97173	13.026	 7.329	 0.024	056.92276	+23.97173
     65000417312240896	Pleiades	057.04676	+23.66196	15.716	 7.272	 0.020	057.04676	+23.66196
     65225611037551360	Pleiades	056.66399	+24.10300	 9.192	 7.458	 0.034	056.66399	+24.10300
     65217222966811264	Pleiades	056.57735	+23.98391	18.203	 7.197	 0.086	056.57735	+23.98391
     64999558318784768	Pleiades	057.05745	+23.63300	15.956	 7.422	 0.033	057.05745	+23.63300
     65220143544571520	Pleiades	056.28949	+23.97898	19.519	 7.290	 0.043	056.28949	+23.97898
     65211038213901952	Pleiades	056.64739	+23.95192	19.252	 7.296	 0.109	056.64739	+23.95192
     65202383854448384	Pleiades	056.49673	+23.81287	17.069	 7.529	 0.042	056.49673	+23.81287
     65096899456994304	Pleiades	055.05317	+23.15978	15.897	 6.849	 0.009	055.05317	+23.15978
     65090680344356992	Pleiades	055.92875	+23.59458	 9.426	 7.600	 0.157	055.92875	+23.59458
     65156891560085504	Pleiades	055.60955	+23.86061	17.678	 7.287	 0.071	055.60955	+23.86061
     65113559634339200	Pleiades	054.92166	+23.29069	 9.807	 7.122	 0.050	054.92166	+23.29069
     65209079706818176	Pleiades	056.79447	+23.97106	18.517	 7.279	 0.112	056.79447	+23.97106
     65129506848731136	Pleiades	055.67669	+23.50264	12.180	 8.282	 0.024	055.67669	+23.50264
     65170016980919808	Pleiades	056.23629	+23.60639	16.201	 7.405	 0.048	056.23629	+23.60639
     65086591535491584	Pleiades	056.00257	+23.54375	10.823	 7.235	 0.014	056.00257	+23.54375
     64874454510493440	Pleiades	056.39167	+23.18502	17.143	 7.332	 0.006	056.39167	+23.18502
     65190048708380160	Pleiades	056.33837	+23.72728	12.087	 7.215	 0.005	056.33837	+23.72728
     65078929312363392	Pleiades	055.67671	+23.33897	16.428	 7.513	 0.019	055.67671	+23.33897
