#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-05T08:37:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5c0785e20a08
#INFO	-out.max=9999
#INFO	queryParameters=30
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJ/839/92&tab:{J/ApJ/839/92/table1}&key:source=J/ApJ/839/92/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/839/92/table1
#-order=I
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Ksmag
#-out=V-Ks
#-out=PPer
#-out=SPer
#-out=LC
#-out=S/M
#-out=DD
#-out=DDmov
#-out=Shch
#-out=Beat
#-out=CPeak
#-out=Close
#-out=Res
#-out=RV
#-out=C
#-out=Simbad
#Simbad=Simbad
#

#RESOURCE=yCat_18390092
#Name: J/ApJ/839/92
#Title: Praesepe members with K2 light curve data (Rebull+, 2017)
#Table	J_ApJ_839_92_table1:
#Name: J/ApJ/839/92/table1
#Title: Periods and supporting data for Praesepe members with K2 light curves
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	EPIC	(I9)	Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ksmag	(F5.2)	[6/15.4]? Apparent Ks band Vega magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	V-Ks	(F5.2)	[0.3/7.8]? The (V-Ks) color index (2)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	PPer	(F7.4)	[0.04/34.3]? Primary period taken to be the rotation period	[ucd=time.period]
#Column	SPer	(F7.4)	[0.04/24.6]? Secondary period	[ucd=time.period]
#Column	LC	(F6.3)	[0/0.3]? LC used as best (4)	[ucd=time.period]
#Column	S/M	(a9)	Single or multi-period star indicator (5)	[ucd=meta.note]
#Column	DD	(A3)	Double-dip LC indicator (163 "yes")	[ucd=meta.code]
#Column	DDmov	(A3)	Moving double-dip LC indicator (121 "yes")	[ucd=meta.code]
#Column	Shch	(A3)	Shape changer indicator (297 "yes")	[ucd=meta.code]
#Column	Beat	(A3)	Full LC has beating visible indicator (77 "yes") (6)	[ucd=meta.code]
#Column	CPeak	(A3)	Complex, structured peak and/or wide peak indicator (68 "yes") (6)	[ucd=meta.code]
#Column	Close	(A3)	Resolved close periods indicator (68 "yes") (6)	[ucd=meta.code]
#Column	Res	(A3)	Resolved distant periods indicator (71 "yes") (6)	[ucd=meta.code]
#Column	RV	(I3)	Display the new Keck radial velocity measured for this star (table 12) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	C	(I3)	Link to other data from this paper (tables 4-6, 9-11) for this star [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
deg	deg	 	"h:m:s"	"d:m:s"	mag	mag	d	d	d
_RAJ2000	_DEJ2000	EPIC	RAJ2000	DEJ2000	Ksmag	V-Ks	PPer	SPer	LC	S/M	DD	DDmov	Shch	Beat	CPeak	Close	Res	RV	C	Simbad
128.2851667	+20.4436944	212011416	08 33 08.44	+20 26 37.3	11.94	 5.09	15.6958	       	 0.038	single   	yes	no 	no 	no 	no 	no 	no 	  1	  0	Simbad
128.2957500	+19.4894722	211951112	08 33 10.98	+19 29 22.1	12.91	 5.47	 2.3126	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.2986667	+16.2642778	211725787	08 33 11.68	+16 15 51.4	14.24	 5.89	 2.0599	       	 0.054	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3062083	+20.5503889	212017838	08 33 13.49	+20 33 01.4	12.48	 5.07	 0.6692	       	 0.020	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3080417	+20.7134167	212027544	08 33 13.93	+20 42 48.3	14.40	 5.80	 0.4556	       	 0.053	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3093750	+20.6058889	212021131	08 33 14.25	+20 36 21.2	13.79	 5.36	 1.2287	       	 0.087	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3100000	+19.0768056	211923569	08 33 14.40	+19 04 36.5	12.09	 4.30	15.4629	       	 0.038	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
128.3142500	+20.7024722	212026921	08 33 15.42	+20 42 08.9	10.44	 2.27	 9.7813	12.0918	 0.009	multi    	no 	no 	yes	no 	yes	yes	no 	  0	  0	Simbad
128.3156667	+23.1620278	212155860	08 33 15.76	+23 09 43.3	13.72	 5.52	 1.0809	       	 0.023	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3233750	+19.4306667	211947170	08 33 17.61	+19 25 50.4	10.86	 2.92	12.4899	       	 0.018	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
128.3249583	+19.2757778	211936741	08 33 17.99	+19 16 32.8	12.81	 5.39	 2.2922	       	 0.076	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3313333	+18.6829722	211897010	08 33 19.52	+18 40 58.7	12.37	 5.02	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3413333	+22.0928889	212103723	08 33 21.92	+22 05 34.4	14.40	 5.69	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3478333	+20.3008889	212002808	08 33 23.48	+20 18 03.2	14.13	 6.04	 0.3312	       	 0.033	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3525833	+19.8827500	211976838	08 33 24.62	+19 52 57.9	12.78	 5.46	 1.4849	 1.3121	 0.017	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
128.3594583	+23.5200556	212171351	08 33 26.27	+23 31 12.2	12.37	 4.80	10.7107	       	 0.025	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3625000	+19.3413056	211941071	08 33 27.00	+19 20 28.7	11.35	 4.08	15.7822	       	 0.006	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
128.3675417	+18.7267222	211899994	08 33 28.21	+18 43 36.2	14.02	 5.43	 1.6285	       	 0.019	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.3914167	+20.0737778	211988831	08 33 33.94	+20 04 25.6	12.55	 4.71	14.5407	       	 0.018	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
128.3936250	+19.9516111	211981232	08 33 34.47	+19 57 05.8	14.32	 5.66	 0.7991	       	 0.043	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.4098750	+20.4812500	212013705	08 33 38.37	+20 28 52.5	13.43	 5.19	 2.1436	       	 0.027	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.4456667	+21.4410000	212069223	08 33 46.96	+21 26 27.6	11.15	 3.51	14.7248	       	 0.008	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9153750	+19.1268333	211926825	08 35 39.69	+19 07 36.6	12.29	 4.99	 5.6644	       	 0.033	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9172917	+18.7078611	211898716	08 35 40.15	+18 42 28.3	12.36	 4.98	 1.9731	24.5828	 0.028	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
128.9309583	+16.7559722	211760567	08 35 43.43	+16 45 21.5	13.14	 5.40	13.8092	       	 0.022	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9358750	+18.9606111	211915709	08 35 44.61	+18 57 38.2	13.55	 5.31	 1.5591	       	 0.019	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9381250	+19.6405556	211961037	08 35 45.15	+19 38 26.0	10.54	 2.36	10.9779	       	 0.021	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
128.9448750	+19.8709167	211976081	08 35 46.77	+19 52 15.3	11.06	 3.39	14.9227	       	 0.017	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
128.9470833	+19.5896389	211957616	08 35 47.30	+19 35 22.7	13.47	 5.27	 1.1823	       	 0.031	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9594167	+19.8500278	211974687	08 35 50.26	+19 51 00.1	13.56	 5.28	 0.8967	       	 0.057	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9669583	+20.2663056	212000760	08 35 52.07	+20 15 58.7	13.84	 7.52	 0.3928	       	 0.036	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9854583	+20.6186111	212021901	08 35 56.51	+20 37 07.0	14.08	 5.78	 1.2169	       	 0.086	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9872500	+20.8263056	212034371	08 35 56.94	+20 49 34.7	 9.83	 2.02	 1.2105	       	 0.024	multi    	no 	no 	yes	yes	no 	no 	no 	  0	  2	Simbad
128.9883750	+19.3517778	211941765	08 35 57.21	+19 21 06.4	14.15	 5.62	 0.6014	       	 0.048	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9977083	+20.0779167	211989060	08 35 59.45	+20 04 40.5	13.00	 5.42	 1.7604	       	 0.073	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
128.9994583	+19.5255000	211953521	08 35 59.87	+19 31 31.8	10.57	 2.60	11.8159	       	 0.015	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0019167	+17.9759167	211846954	08 36 00.46	+17 58 33.3	12.00	 4.52	 0.9054	       	 0.016	multi    	no 	no 	yes	yes	no 	no 	no 	  0	  0	Simbad
129.0067500	+19.9586944	211981687	08 36 01.62	+19 57 31.3	14.32	 5.97	 1.8499	       	 0.049	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0100833	+19.0740278	211923388	08 36 02.42	+19 04 26.5	14.25	 5.53	 0.3267	       	 0.044	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0135000	+20.8376944	212035051	08 36 03.24	+20 50 15.7	13.78	 5.45	 1.8774	       	 0.033	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0138750	+19.4246667	211946732	08 36 03.33	+19 25 28.8	13.66	 5.27	 1.6009	       	 0.015	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0184167	+19.9202500	211979237	08 36 04.42	+19 55 12.9	11.16	 3.49	15.7923	       	 0.005	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0262917	+20.6833056	212025814	08 36 06.31	+20 40 59.9	11.45	 4.20	17.3696	       	 0.007	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0358333	+19.9570278	211981575	08 36 08.60	+19 57 25.3	13.20	 5.60	 1.0214	       	 0.017	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0360000	+18.7474722	211901402	08 36 08.64	+18 44 50.9	11.29	 3.39	14.5630	       	 0.013	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0373333	+19.1585833	211928930	08 36 08.96	+19 09 30.9	12.38	 5.16	 8.2879	 7.1417	 0.015	multi    	no 	no 	no 	no 	no 	yes	no 	  0	  0	Simbad
129.0374167	+19.2300000	211933636	08 36 08.98	+19 13 48.0	12.04	 4.37	18.7654	       	 0.029	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0475833	+19.8778333	211976535	08 36 11.42	+19 52 40.2	11.66	 3.83	18.5444	       	 0.012	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0501667	+17.8796389	211839847	08 36 12.04	+17 52 46.7	13.55	 5.52	 1.2449	       	 0.026	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0502917	+18.7354722	211900619	08 36 12.07	+18 44 07.7	12.96	 5.34	 1.7025	 2.0028	 0.016	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
129.0587083	+19.6214722	211959786	08 36 14.09	+19 37 17.3	10.36	 2.19	10.8197	 4.8287	 0.005	multi    	no 	no 	yes	no 	yes	no 	yes	  0	  0	Simbad
129.0595000	+19.4250556	211946750	08 36 14.28	+19 25 30.2	11.91	 4.90	 1.8669	 2.2234	 0.038	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
129.0605000	+15.9198889	211700306	08 36 14.52	+15 55 11.6	12.48	 4.32	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0647083	+20.6860278	212025985	08 36 15.53	+20 41 09.7	11.63	 3.78	17.3754	       	 0.010	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0662083	+20.1202500	211991772	08 36 15.89	+20 07 12.9	11.75	 3.97	16.7750	       	 0.007	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0665417	+20.5531111	212018005	08 36 15.97	+20 33 11.2	11.23	 3.34	13.4600	       	 0.016	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0673333	+19.3779444	211943550	08 36 16.16	+19 22 40.6	13.70	 5.63	 1.2976	 2.5742	 0.023	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.0677500	+17.3816389	211804579	08 36 16.26	+17 22 53.9	 9.86	 1.60	10.9104	 9.2507	 0.033	multi    	yes	yes	yes	no 	yes	no 	no 	  0	  0	Simbad
129.0682917	+19.5420000	211954532	08 36 16.39	+19 32 31.2	 9.52	 2.01	 9.2486	 4.1644	 0.012	multi    	no 	no 	yes	no 	yes	no 	no 	  0	  0	Simbad
129.0726667	+20.3415278	212005201	08 36 17.44	+20 20 29.5	 7.17	 0.36	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0791667	+18.9189722	211912940	08 36 19.00	+18 55 08.3	12.35	 4.62	17.7643	       	 0.012	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0798333	+19.8985833	211977843	08 36 19.16	+19 53 54.9	12.57	 4.99	 9.4229	       	 0.015	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0806667	+20.6796389	212025597	08 36 19.36	+20 40 46.7	13.89	 6.62	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0849583	+20.1167500	211991549	08 36 20.39	+20 07 00.3	12.90	 4.95	22.7847	       	 0.009	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0909167	+20.2054722	211997061	08 36 21.82	+20 12 19.7	12.17	 4.81	10.2164	       	 0.028	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0933750	+20.1186111	211991662	08 36 22.41	+20 07 07.0	13.45	 5.29	 2.3188	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.0945417	+19.1914722	211931128	08 36 22.69	+19 11 29.3	10.26	 2.15	 9.7992	       	 0.012	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.0969583	+18.5450556	211887567	08 36 23.27	+18 32 42.2	14.71	 6.56	 1.7425	       	 0.049	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1130000	+19.8651667	211975682	08 36 27.12	+19 51 54.6	11.23	 4.21	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.1158750	+17.9148333	211842439	08 36 27.81	+17 54 53.4	 9.40	 1.40	 7.6620	 6.6705	 0.014	multi    	no 	no 	yes	yes	yes	yes	no 	  0	  0	Simbad
129.1179167	+20.2285833	211998436	08 36 28.30	+20 13 42.9	10.44	 2.15	10.3341	 8.6556	 0.018	multi    	no 	no 	yes	yes	yes	yes	no 	  0	  0	Simbad
129.1243333	+18.9658333	211916015	08 36 29.84	+18 57 57.0	 8.30	 1.12	 9.1745	       	 0.002	single   	no 	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.1270833	+19.9205278	211979250	08 36 30.50	+19 55 13.9	13.87	 5.98	 2.1871	       	 0.019	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1300833	+19.5925833	211957804	08 36 31.22	+19 35 33.3	13.01	 5.05	13.8595	       	 0.014	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.1356667	+16.3839722	211734093	08 36 32.56	+16 23 02.3	11.51	 3.84	15.4465	       	 0.008	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.1390833	+19.9150556	211978879	08 36 33.38	+19 54 54.2	12.01	 4.30	20.3130	       	 0.019	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1454583	+20.2751944	212001288	08 36 34.91	+20 16 30.7	12.14	 4.57	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1517500	+19.1851944	211930699	08 36 36.42	+19 11 06.7	11.20	 3.28	13.5080	       	 0.013	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.1555833	+16.0223333	211708110	08 36 37.34	+16 01 20.4	13.88	 5.74	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1644583	+20.3760833	212007343	08 36 39.47	+20 22 33.9	12.75	 5.03	16.9780	 1.4406	 0.018	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.1667917	+20.6099167	212021375	08 36 40.03	+20 36 35.7	10.08	 1.78	 9.0406	 4.4147	 0.010	multi    	yes	yes	yes	no 	yes	no 	yes	  0	  0	Simbad
129.1715833	+20.2777500	212001425	08 36 41.18	+20 16 39.9	13.16	 5.09	 8.3635	       	 0.030	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1742083	+20.4110833	212009464	08 36 41.81	+20 24 39.9	10.52	 2.37	10.8936	       	 0.018	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.1757083	+20.2730278	212001169	08 36 42.17	+20 16 22.9	13.54	 5.32	 1.9370	       	 0.034	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1778750	+18.8952222	211911279	08 36 42.69	+18 53 42.8	10.84	 3.43	12.5493	       	 0.003	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1875417	+20.1460556	211993420	08 36 45.01	+20 08 45.8	13.78	 5.33	 2.2254	       	 0.022	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1905000	+20.1239444	211992034	08 36 45.72	+20 07 26.2	 9.94	 1.71	 9.0478	       	 0.009	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.1941667	+19.7622222	211969069	08 36 46.60	+19 45 44.0	 9.62	 1.77	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.1962500	+18.5796667	211889983	08 36 47.10	+18 34 46.8	10.59	 2.22	 9.6362	       	 0.005	single   	yes	yes	yes	no 	yes	no 	no 	  0	  0	Simbad
129.1999583	+18.8827778	211910450	08 36 47.99	+18 52 58.0	 7.94	 0.68	13.0114	       	 0.001	single   	no 	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.2039167	+19.3164444	211939462	08 36 48.94	+19 18 59.2	11.95	 4.54	 1.1716	       	 0.043	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2040000	+19.2573333	211935509	08 36 48.96	+19 15 26.4	 9.69	 1.61	 7.4753	       	 0.010	single   	yes	yes	yes	no 	yes	no 	no 	  0	  1	Simbad
129.2059583	+22.2683889	212112533	08 36 49.43	+22 16 06.2	13.87	 6.01	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2105000	+18.6816944	211896912	08 36 50.52	+18 40 54.1	13.34	 5.30	13.8160	       	 0.026	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2127500	+19.0718056	211923230	08 36 51.06	+19 04 18.5	13.24	 4.81	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2150833	+18.8386667	211907530	08 36 51.62	+18 50 19.2	13.48	 5.37	 2.0630	       	 0.013	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2151250	+19.0763889	211923534	08 36 51.63	+19 04 35.0	10.85	 3.16	12.0174	       	 0.013	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2251667	+19.6171667	211959502	08 36 54.04	+19 37 01.8	13.81	 5.44	 1.8995	 0.9482	 0.035	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.2254167	+18.7568333	211902072	08 36 54.10	+18 45 24.6	10.47	 2.26	 9.3682	       	 0.019	single   	yes	yes	yes	no 	yes	no 	no 	  0	  0	Simbad
129.2332500	+19.5991667	211958252	08 36 55.98	+19 35 57.0	12.43	 4.69	11.7122	       	 0.031	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2343750	+18.9633056	211915860	08 36 56.25	+18 57 47.9	10.91	 4.06	 4.8164	       	 0.050	single   	yes	yes	yes	no 	no 	no 	no 	  0	  1	Simbad
129.2357500	+20.3194722	212003893	08 36 56.58	+20 19 10.1	11.23	 4.40	 2.1273	16.3989	 0.030	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.2366250	+19.0911111	211924546	08 36 56.79	+19 05 28.0	10.97	 3.70	14.8159	 1.1948	 0.014	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.2409167	+21.5654722	212075988	08 36 57.82	+21 33 55.7	11.12	 3.33	13.9346	       	 0.011	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2443333	+18.8311667	211907026	08 36 58.64	+18 49 52.2	13.26	 5.91	 1.0035	 0.5021	 0.012	multi    	no 	no 	no 	no 	no 	yes	yes	  0	  0	Simbad
129.2495417	+20.4065000	212009190	08 36 59.89	+20 24 23.4	11.32	 3.55	14.9257	       	 0.018	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2584167	+19.6047778	211958646	08 37 02.02	+19 36 17.2	 8.06	 1.14	 4.4134	 2.0927	 0.004	multi    	no 	no 	no 	yes	yes	no 	yes	  0	  2	Simbad
129.2611667	+19.3284167	211940224	08 37 02.68	+19 19 42.3	12.19	 4.65	11.8342	       	 0.049	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2646250	+19.5359722	211954140	08 37 03.51	+19 32 09.5	12.10	 4.41	19.1421	       	 0.011	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2655833	+18.6673333	211895966	08 37 03.74	+18 40 02.4	10.89	 3.10	14.6054	       	 0.003	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2743750	+19.2830278	211937242	08 37 05.85	+19 16 58.9	13.31	 6.03	 0.4652	       	 0.016	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2797500	+20.7788611	212031440	08 37 07.14	+20 46 43.9	12.76	 5.22	17.1764	       	 0.008	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2818750	+19.9576111	211981626	08 37 07.65	+19 57 27.4	13.58	 5.49	 1.8825	       	 0.018	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.2975833	+20.2294167	211998489	08 37 11.42	+20 13 45.9	14.60	 6.73	 0.2880	       	 0.044	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.2978333	+19.8036667	211971690	08 37 11.48	+19 48 13.2	 9.69	 1.63	 8.2423	       	 0.009	single   	no 	no 	yes	no 	yes	no 	no 	  0	  1	Simbad
129.2985833	+20.2846944	212001830	08 37 11.66	+20 17 04.9	 9.32	 1.68	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.2995833	+20.6798611	212025613	08 37 11.90	+20 40 47.5	12.29	 4.62	20.4103	       	 0.015	single   	yes	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3025417	+20.5448333	212017486	08 37 12.61	+20 32 41.4	11.37	 3.30	14.0674	       	 0.016	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3076250	+17.5135278	211813885	08 37 13.83	+17 30 48.7	10.51	 3.31	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.3181667	+19.4861944	211950897	08 37 16.36	+19 29 10.3	10.47	 3.44	13.1000	15.6779	 0.020	multi    	no 	no 	yes	yes	yes	no 	no 	  0	  0	Simbad
129.3245000	+19.4880556	211951021	08 37 17.88	+19 29 17.0	14.35	 5.98	 0.4945	       	 0.035	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3329167	+19.0533611	211921927	08 37 19.90	+19 03 12.1	11.83	 4.86	 2.0410	 0.3161	 0.014	multi    	no 	no 	yes	yes	no 	no 	yes	  0	  0	Simbad
129.3350000	+20.5355278	212016898	08 37 20.40	+20 32 07.9	14.02	 6.06	 0.3286	       	 0.025	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3425833	+20.1770000	211995288	08 37 22.22	+20 10 37.2	 9.80	 1.60	 7.8258	       	 0.014	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3434583	+22.0334167	212100611	08 37 22.43	+22 02 00.3	12.25	 5.26	 1.3418	 1.8003	 0.036	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
129.3451250	+17.6875556	211826149	08 37 22.83	+17 41 15.2	13.10	 5.21	 7.1752	       	 0.014	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3452083	+17.3332500	211801146	08 37 22.85	+17 19 59.7	13.54	 6.00	 0.2603	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3507917	+19.4169722	211946212	08 37 24.19	+19 25 01.1	11.54	 4.35	16.6713	       	 0.010	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3520417	+16.0691111	211711533	08 37 24.49	+16 04 08.8	14.27	 6.09	 1.7506	       	 0.044	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3520417	+19.7866667	211970684	08 37 24.49	+19 47 12.0	13.54	 5.23	 1.6261	       	 0.023	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3550000	+20.3555000	212006082	08 37 25.20	+20 21 19.8	11.59	 4.01	17.8195	       	 0.011	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3552500	+20.1096944	211991074	08 37 25.26	+20 06 34.9	14.63	 6.17	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
