#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2018-11-19T09:56:28 [V1.99+ (14-Oct-2013)]																			
#   In case of problem, please report to:	cds-question@unistra.fr																		
#																			
#																			
#Coosys	J2000:	eq_FK5 J2000																	
#INFO	votable-version=1.99+ (14-Oct-2013)																		
#INFO	-ref=VIZ5bf2887115a2																		
#INFO	-out.max=9999																		
#INFO	queryParameters=11																		
#-oc.form=dec																			
#-out.max=9999																			
#-out.add=_RAJ,_DEJ																			
#-order=I																			
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&tab:{J/A+A/618/A93/members}&key:source=J/A+A/618/A93&HTTPPRM:&&-ref=VIZ5bf2887115a2&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&Cluster=NGC_2632&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&																			
#-c.eq=J2000																			
#-c.r=  2																			
#-c.u=arcmin																			
#-c.geom=r																			
#-source=J/A+A/618/A93																			
#Cluster=NGC_2632																			
#																			
129.444849224	19.267218982	129.444687545	19.2671637633	6.59771027514771E+017	206.1069003115	31.7658351015	5.0455	-35.448	-12.825	249	6.681441	0.286998	1	NGC_2632         	129.444849224	19.267218982			
129.2656123872	18.6673590276	129.2654460671	18.6673028445	6.59668635494495E+017	206.6946828376	31.3945783338	5.4263	-36.597	-13.049	228	13.590301	1.617579	1	NGC_2632         	129.2656123872	18.6673590276			
128.8911255441	18.92986199	128.8909619913	18.9298054323	6.59732132290823E+017	206.2597625347	31.1570694113	5.4065	-35.932	-13.136	220	14.521798	1.960067	1	NGC_2632         	128.8911255441	18.92986199			
128.8403802285	18.492831466	128.8402247884	18.4927790761	6.59612285523485E+017	206.7160167158	30.9557374738	5.2401	-34.238	-12.168	215	15.851398	2.458611	1	NGC_2632         	128.8403802285	18.492831466			
129.5025528886	18.9646881275	129.5023867067	18.9646395739	6.59744914113633E+017	206.4623410001	31.710028381	5.0356	-36.502	-11.277	232	16.206055	2.839772	0.7	NGC_2632         	129.5025528886	18.9646881275			
129.3904821613	19.3109900986	129.3903148822	19.3109384579	6.59772195745779E+017	206.0374916348	31.7331793936	5.2543	-36.666	-11.994	206	15.651371	2.492151	0.9	NGC_2632         	129.3904821613	19.3109900987			
129.4010070164	19.2650760774	129.4008490385	19.2650200536	6.5977034031991E+017	206.0921422461	31.726342368	5.2895	-34.637	-13.012	208	13.090208	1.393134	1	NGC_2632         	129.4010070165	19.2650760774			
129.3627725046	18.8109583763	129.3626111601	18.8109032136	6.59671624791716E+017	206.575920804	31.5317855432	5.398	-35.472	-12.812	198	17.400303	2.822199	1	NGC_2632         	129.3627725046	18.8109583763			
129.4876451226	19.236214978	129.4874834787	19.2361611457	6.59758967246507E+017	206.1577595354	31.7927482538	5.3575	-35.447	-12.503	257	11.645328	0.966403	1	NGC_2632         	129.4876451226	19.236214978			
129.426510428	19.1337715816	129.4263506028	19.1337198375	6.59756493345357E+017	206.2465649668	31.7026098507	5.3457	-35.07	-12.018	230	9.687124	0.644134	1	NGC_2632         	129.426510428	19.1337715816			
129.447464525	19.1068754016	129.447304498	19.1068197911	6.59755630055477E+017	206.2843647282	31.7116339569	5.4163	-35.12	-12.916	243	12.026661	1.090252	1	NGC_2632         	129.447464525	19.1068754016			
129.4454806654	19.1821880892	129.4453249098	19.1821337876	6.59757283619335E+017	206.2007410798	31.7364592007	5.154	-34.167	-12.612	212	15.789783	2.3501	1	NGC_2632         	129.4454806655	19.1821880892			
129.3329379061	19.0533226505	129.3327908126	19.0532604569	6.59749861915865E+017	206.2982675065	31.5914645949	5.2178	-32.292	-14.445	211	15.439257	2.483363	0.4	NGC_2632         	129.3329379061	19.0533226505			
129.379363061	19.1039578125	129.3791968809	19.1039018317	6.59750514750888E+017	206.2608546862	31.6503970525	5.3018	-36.471	-13.002	220	13.370219	1.554624	1	NGC_2632         	129.379363061	19.1039578125			
129.6057493342	18.9416946391	129.6055809356	18.9416344819	6.59696982278606E+017	206.5283218386	31.7931368421	5.5236	-36.994	-13.972	231	15.440974	2.597344	1	NGC_2632         	129.6057493342	18.9416946391			
129.359971664	19.1321341952	129.3598073105	19.1320818656	6.59750892708009E+017	206.22228431	31.6432129423	5.341	-36.064	-12.154	218	14.138555	1.830483	1	NGC_2632         	129.359971664	19.1321341952			
128.7759598409	18.8235313174	128.7758006451	18.8234768221	6.59729417871499E+017	206.3303924176	31.0173513201	5.1484	-34.997	-12.657	196	16.8183	2.845056	1	NGC_2632         	128.7759598409	18.8235313174			
129.5689951955	18.9913090402	129.5688301391	18.9912537483	6.59703957305494E+017	206.4592486638	31.7782136898	5.4907	-36.249	-12.842	245	16.169046	2.518543	1	NGC_2632         	129.5689951955	18.9913090402			
131.9536083229	18.6054283012	131.9534353853	18.6053749985	6.60225160176261E+017	207.8383372314	33.753102741	5.3477	-38.067	-12.38	308	16.733366	2.960094	1	NGC_2632         	131.9536083229	18.6054283012			
131.5340383615	18.0409211093	131.533870443	18.0408721207	6.60088610279892E+017	208.3000873032	33.1795825823	5.5158	-37.083	-11.378	372	17.963413	3.083418	0.9	NGC_2632         	131.5340383615	18.0409211093			
131.6398093158	18.2359989371	131.6396376513	18.2359487603	6.60118473188718E+017	208.125488092	33.3434200356	5.5541	-37.868	-11.654	347	12.850705	1.340773	1	NGC_2632         	131.6398093158	18.2359989372			
131.5000899621	17.8274526113	131.4999235168	17.8274049446	6.60066349465718E+017	208.5238593828	33.0723834462	5.3336	-36.802	-11.071	345	17.136406	2.983935	0.7	NGC_2632         	131.5000899621	17.8274526113			
131.5761027437	18.71919268	131.5759303765	18.7191404279	6.60194820527282E+017	207.5587854358	33.4587362817	5.0928	-37.916	-12.136	319	17.15942	2.930614	0.9	NGC_2632         	131.5761027437	18.71919268			
131.9379885522	18.3566531872	131.937814128	18.3566052578	6.60123420991094E+017	208.1115663358	33.6509426149	5.4704	-38.45	-11.132	346	15.408853	2.600992	0.8	NGC_2632         	131.9379885522	18.3566531872			
132.1159964739	18.345526588	132.1158221561	18.3454785208	6.60204406894386E+017	208.1964264781	33.8048538983	5.492	-38.429	-11.164	352	11.260693	0.890063	0.8	NGC_2632         	132.1159964739	18.345526588			
131.0846459669	18.0498592396	131.0844829713	18.0498115772	6.60134446170679E+017	208.1066280263	32.7842152898	5.3196	-35.994	-11.07	408	12.637868	1.244275	1	NGC_2632         	131.0846459669	18.0498592396			
131.2351677707	18.3713773131	131.2349962305	18.3713253881	6.60158674082552E+017	207.8102883936	33.033047411	5.4834	-37.811	-12.06	408	14.99484	2.225618	1	NGC_2632         	131.2351677707	18.3713773131			
131.0941525371	18.3859066987	131.0939801659	18.3858550881	6.60160976185029E+017	207.7371306161	32.9132431887	5.3919	-37.991	-11.987	394	16.84337	2.925753	0.9	NGC_2632         	131.0941525371	18.3859066987			
131.7879833862	18.1937047425	131.7878138074	18.1936561673	6.60114418739657E+017	208.2331510358	33.459700152	5.5211	-37.417	-11.282	367	16.030308	2.535758	0.8	NGC_2632         	131.7879833862	18.1937047425			
132.0939050375	18.612436342	132.0937374401	18.6123875774	6.60230348496832E+017	207.8870266654	33.8799608729	5.3113	-36.89	-11.326	377	15.861176	2.451791	0.8	NGC_2632         	132.0939050375	18.6124363421			
131.4036541503	18.7236271627	131.4034840698	18.7235765639	6.60197019550544E+017	207.4847179125	33.3075119866	5.5034	-37.412	-11.752	379	17.683899	3.054661	0.9	NGC_2632         	131.4036541503	18.7236271627			
132.0072449968	18.6771234659	132.0070714907	18.6770718295	6.60225916090501E+017	207.7792365229	33.8259778739	5.3639	-38.176	-11.993	350	10.246216	0.855911	0.8	NGC_2632         	132.0072449968	18.677123466			
131.9241790788	18.9413110513	131.9240022184	18.9412551911	6.6029862129688E+017	207.4482106842	33.8452530163	5.4349	-38.853	-12.974	361	16.358843	2.758551	0.9	NGC_2632         	131.9241790788	18.9413110513			
131.9605281664	19.1530722519	131.9603561438	19.1530229706	6.60327960217391E+017	207.2235948931	33.9514016487	5.1582	-37.742	-11.446	329	17.41185	2.922117	0.7	NGC_2632         	131.9605281664	19.1530722519			
132.1060469546	19.1609449653	132.1058789305	19.1608925581	6.60325795553877E+017	207.2723921016	34.083016293	5.4547	-36.863	-12.172	319	17.659216	2.903608	1	NGC_2632         	132.1060469546	19.1609449653			
132.4974061533	19.1669402495	132.4972370154	19.1668883332	6.60317068180478E+017	207.4209553933	34.4317493906	5.1322	-37.106	-12.058	356	16.876245	2.905495	0.9	NGC_2632         	132.4974061533	19.1669402495			
131.9743467727	19.1314939848	131.9741770468	19.1314411084	6.60327685339473E+017	207.253465685	33.9561272121	5.4179	-37.243	-12.281	347	17.46631	2.919962	1	NGC_2632         	131.9743467727	19.1314939848			
131.6376506777	18.9067103757	131.6374802709	18.9066555144	6.60295357121694E+017	207.3728840658	33.5792997745	5.3468	-37.443	-12.742	315	12.885399	1.328458	1	NGC_2632         	131.6376506777	18.9067103757			
131.7237745858	19.0491224269	131.7236003893	19.0490721467	6.60302744465436E+017	207.2469306513	33.7054729933	5.1968	-38.243	-11.678	378	17.681456	3.017155	0.7	NGC_2632         	131.7237745858	19.0491224269			
131.7706946431	18.9285042826	131.7705233129	18.9284520778	6.60297796663113E+017	207.4014196254	33.7048014856	5.4046	-37.641	-12.125	349	17.526632	2.99085	1	NGC_2632         	131.7706946431	18.9285042826			
131.6386414957	18.7609646992	131.6384716413	18.7609125848	6.60288863131147E+017	207.5369799312	33.5288926611	5.3569	-37.354	-12.104	340	9.078867	0.520556	1	NGC_2632         	131.6386414957	18.7609646992			
130.6335653682	18.5911132836	130.6334026433	18.5910623016	6.60928259206808E+017	207.3239879668	32.5783344857	5.447	-35.822	-11.841	440	15.129478	2.202479	1	NGC_2632         	130.6335653682	18.5911132836			
130.8496624906	18.6791797251	130.8494990359	18.6791291047	6.60933073866203E+017	207.3126407611	32.801031816	5.3805	-35.964	-11.757	542	15.602067	2.370339	1	NGC_2632         	130.8496624906	18.6791797251			
131.3381748396	18.8842795277	131.3380067127	18.884229114	6.6095399894691E+017	207.2786857954	33.3061634265	5.3009	-36.947	-11.709	368	17.531176	2.935581	0.9	NGC_2632         	131.3381748396	18.8842795277			
130.8942220101	18.7538284094	130.8940557414	18.7537750249	6.6095740056096E+017	207.2473640128	32.8669449308	5.5214	-36.567	-12.399	508	17.333862	2.954346	1	NGC_2632         	130.8942220101	18.7538284094			
130.5529973516	18.6836121565	130.552828025	18.6835570929	6.60976676374208E+017	207.1892061323	32.5398669064	5.3954	-37.255	-12.789	411	17.444042	2.8246	1	NGC_2632         	130.5529973516	18.6836121565			
131.1153525165	18.9693101604	131.1151883605	18.9692615938	6.60966849487604E+017	207.0949308197	33.1387559114	5.3423	-36.056	-11.28	207	16.716911	2.822311	1	NGC_2632         	131.1153525165	18.9693101604			
130.9506254864	18.8007494217	130.9504605222	18.8006981599	6.60957980380035E+017	207.2175840308	32.9334914958	5.3302	-36.27	-11.906	465	9.979712	0.646477	1	NGC_2632         	130.9506254864	18.8007494217			
130.6858807977	18.4666689081	130.6857114412	18.4666141157	6.60923105246008E+017	207.4829548084	32.5803005868	5.3193	-37.309	-12.726	420	17.763489	2.992899	1	NGC_2632         	130.6858807977	18.4666689081			
131.1505695827	18.5991958734	131.1504016031	18.5991447751	6.60939258619178E+017	207.5222680448	33.039205485	5.4297	-36.977	-11.868	379	13.747875	1.961114	1	NGC_2632         	131.1505695827	18.5991958734			
131.0553285262	18.9834731764	131.0551583461	18.9834219489	6.60969666987531E+017	207.0552859664	33.0905848248	5.3158	-37.376	-11.898	422	14.341545	1.910023	1	NGC_2632         	131.0553285262	18.9834731764			
130.3987143174	18.7430498204	130.3985490096	18.7429979385	6.6098134929855E+017	207.06182778	32.4243703381	5.4064	-36.358	-12.05	375	15.977054	2.57524	1	NGC_2632         	130.3987143174	18.7430498204			
130.3848110316	18.6696479766	130.3846459364	18.6695946395	6.60978669238963E+017	207.1375561523	32.3859820985	5.4714	-36.327	-12.388	403	16.627035	2.66488	1	NGC_2632         	130.3848110316	18.6696479766			
130.9778020698	18.8935847614	130.9776368278	18.8935291424	6.60962863759345E+017	207.1248798075	32.990316257	5.3334	-36.311	-12.918	493	12.399532	1.172947	1	NGC_2632         	130.9778020698	18.8935847614			
131.1370581164	18.9640423036	131.1368911657	18.9639911537	6.60966883848803E+017	207.1094389837	33.1561190614	5.4353	-36.671	-11.88	346	16.173086	2.682308	1	NGC_2632         	131.1370581164	18.9640423036			
131.0711119488	18.7366076267	131.0709488796	18.736557071	6.60944717521396E+017	207.3371885636	33.0175225622	5.3418	-35.867	-11.742	388	12.078376	1.077668	1	NGC_2632         	131.0711119488	18.7366076267			
130.8038280834	18.5307719053	130.8036546674	18.5307202559	6.6091792122167E+017	207.4592116972	32.7076588969	5.3798	-38.189	-11.996	460	15.863873	2.484299	1	NGC_2632         	130.8038280834	18.5307719053			
130.6533534238	18.3888441878	130.6531926559	18.3888001334	6.60909189551858E+017	207.5560845694	32.5236687387	5.363	-35.433	-10.232	369	9.972106	0.663051	0.8	NGC_2632         	130.6533534238	18.3888441878			
130.9138794135	18.4255698291	130.9137111912	18.4255211334	6.60913179577777E+017	207.6203153798	32.7676482955	5.3334	-37.068	-11.31	464	16.284885	2.654902	0.8	NGC_2632         	130.9138794135	18.4255698291			
131.0551723354	18.8198513915	131.055007166	18.8197821453	6.60958671871348E+017	207.237969441	33.032816532	5.0546	-36.311	-16.083	430	13.658253	1.61941	0.5	NGC_2632         	131.0551723354	18.8198513915			
131.3250267523	18.8903713868	131.324854865	18.8903171498	6.60954067666387E+017	207.2666286979	33.2966576737	5.5039	-37.772	-12.597	347	9.509775	0.581303	1	NGC_2632         	131.3250267523	18.8903713868			
131.3355379876	18.8753975322	131.3353653011	18.875342925	6.60953998946911E+017	207.2875854491	33.3006966647	5.3128	-37.951	-12.683	356	8.387611	0.356419	1	NGC_2632         	131.3355379876	18.8753975322			
131.1133918635	18.8724234358	131.1132265968	18.8723751491	6.60965097142416E+017	207.2024339229	33.1029237107	5.2389	-36.321	-11.215	397	17.712389	3.074202	0.5	NGC_2632         	131.1133918635	18.8724234358			
131.3122129258	18.7610948011	131.312048387	18.7610448481	6.6094812343166E+017	207.406204856	33.2397448535	5.2537	-36.185	-11.602	388	17.32095	2.893864	0.9	NGC_2632         	131.3122129258	18.7610948011			
130.6675374063	19.1330868103	130.6673753577	19.1330366033	6.61029727808614E+017	206.735041937	32.7998910007	5.3654	-35.558	-11.661	424	11.91954	1.027458	1	NGC_2632         	130.6675374063	19.1330868103			
130.4732991383	19.6084887691	130.4731331061	19.6084283881	6.61249595777726E+017	206.1289836695	32.7937805923	5.6285	-36.326	-14.024	378	17.651781	2.90188	1	NGC_2632         	130.4732991383	19.6084887691			
129.8007197023	19.1156130775	129.8005574157	19.1155599814	6.61207024061875E+017	206.4134050304	32.0270356446	5.3448	-35.614	-12.332	222	10.44719	0.732429	1	NGC_2632         	129.8007197023	19.1156130775			
130.389789873	19.5500606418	130.3896230695	19.5500016988	6.61247602912908E+017	206.1617123637	32.6997236954	5.3938	-36.508	-13.69	379	17.702526	2.933657	1	NGC_2632         	130.389789873	19.5500606418			
130.6643333693	19.4144162965	130.6641653496	19.4143597518	6.61229701489214E+017	206.4200031924	32.895296455	5.3607	-36.805	-13.133	441	17.415789	2.937765	1	NGC_2632         	130.6643333693	19.4144162965			
129.4442095044	19.4383469543	129.4440450898	19.4382875593	6.61277461525419E+017	205.9181138	31.8253129716	5.3281	-36.01	-13.795	220	10.504278	0.745722	1	NGC_2632         	129.4442095044	19.4383469543			
130.6344106552	19.3961845059	130.6342370535	19.396130622	6.61229564050263E+017	206.4286573541	32.8624893527	5.1369	-38.032	-12.515	409	10.845135	0.809019	0.9	NGC_2632         	130.6344106552	19.396184506			
130.4058663396	19.520536185	130.4056985662	19.5204835453	6.61246675199974E+017	206.2008592128	32.7036836377	5.4109	-36.727	-12.226	343	13.157662	1.433556	1	NGC_2632         	130.4058663397	19.520536185			
129.8724990494	19.7866045902	129.8723373714	19.7865494275	6.61313023854579E+017	205.6984650319	32.3247256501	5.0095	-35.334	-12.812	222	12.312512	1.266691	1	NGC_2632         	129.8724990494	19.7866045902			
131.8308141328	19.2144570995	131.830642721	19.2144060916	6.61079652509976E+017	207.1029069523	33.8578962368	5.4935	-37.594	-11.847	370	17.112408	2.925193	1	NGC_2632         	131.8308141328	19.2144570995			
129.9470709854	19.659536805	129.9469005935	19.6594855862	6.61296290661998E+017	205.8683127765	32.3465610949	5.0137	-37.268	-11.896	217	16.887651	2.877085	0.8	NGC_2632         	129.9470709854	19.659536805			
129.9447565728	19.7368286753	129.9445984812	19.7367726601	6.61308935045712E+017	205.7815972175	32.3713093977	5.4184	-34.561	-13.01	221	17.621845	2.880299	0.9	NGC_2632         	129.9447565728	19.7368286753			
131.6783831965	19.4262118347	131.6782173514	19.4261595869	6.61098550366014E+017	206.8037803525	33.7963959808	5.2879	-36.326	-12.135	365	17.009651	2.855095	0.9	NGC_2632         	131.6783831965	19.4262118347			
129.9277268794	19.778455158	129.9275581406	19.7783987424	6.61311443306611E+017	205.7287865197	32.3706634994	5.37	-36.879	-13.103	260	6.592484	0.355759	1	NGC_2632         	129.9277268794	19.778455158			
130.1646745319	18.8182764561	130.1645117067	18.8182256204	6.60996020906771E+017	206.8855547916	32.2438927526	5.4427	-35.796	-11.807	239	13.653997	1.603078	1	NGC_2632         	130.1646745319	18.8182764561			
129.7910829287	19.7830468773	129.7909240546	19.7829842961	6.6131350489092E+017	205.6710744364	32.2516143513	5.2835	-34.722	-14.535	227	14.967959	2.474499	1	NGC_2632         	129.7910829287	19.7830468773			
129.9187825235	19.3149620067	129.9186101077	19.314907761	6.61216949728996E+017	206.2392955086	32.2014470033	5.5423	-37.791	-12.599	233	17.116632	2.79636	1	NGC_2632         	129.9187825235	19.3149620067			
130.8433459122	19.2002081291	130.8431807111	19.2001577369	6.61024024093556E+017	206.7294058471	32.9789407086	5.4377	-36.235	-11.704	490	16.420282	2.734132	1	NGC_2632         	130.8433459122	19.2002081291			
130.0103676737	19.6764932594	130.0102047948	19.6764378599	6.612965655399E+017	205.8739597599	32.4083518892	5.3739	-35.621	-12.867	213	16.60298	2.691328	1	NGC_2632         	130.0103676737	19.6764932594			
129.7922642898	19.6784285337	129.7921004762	19.6783713	6.61285707862588E+017	205.7875389897	32.2164011514	5.2725	-35.825	-13.293	225	9.320175	0.554568	1	NGC_2632         	129.7922642898	19.6784285337			
129.7754506702	19.6768155847	129.7752888289	19.6767586395	6.6128862844035E+017	205.7828332598	32.2009955323	5.174	-35.394	-13.226	247	7.367332	0.374707	1	NGC_2632         	129.7754506702	19.6768155847			
129.8199698218	19.7951769571	129.8198050784	19.7951177429	6.61313917207778E+017	205.6687289699	32.2813093557	5.4035	-36.002	-13.753	233	15.53613	2.309619	1	NGC_2632         	129.8199698218	19.7951769571			
130.7810294752	19.2386934457	130.7808567886	19.2386317472	6.61036840275968E+017	206.6619319735	32.9372474867	5.693	-37.868	-14.33	444	16.564734	2.924464	1	NGC_2632         	130.7810294752	19.2386934457			
130.7809205654	19.2375376147	130.7807459373	19.2374784177	6.61036840275968E+017	206.663176024	32.9367464947	5.6662	-38.294	-13.749	464	15.736998	2.463855	0.9	NGC_2632         	130.7809205654	19.2375376147			
130.0092844776	18.9491540668	130.0091205646	18.9491053064	6.61189260077235E+017	206.679383717	32.152738964	5.2934	-36.007	-11.325	259	14.654664	2.380531	1	NGC_2632         	130.0092844776	18.9491540668			
130.1642336889	19.715431123	130.1640733774	19.7153763995	6.61303471844671E+017	205.8901158074	32.5577398389	5.5071	-35.051	-12.71	245	16.57392	2.730577	1	NGC_2632         	130.1642336889	19.715431123			
130.1170581473	19.7262466748	130.1168975047	19.7261888168	6.61297901272036E+017	205.8598613579	32.5198117666	5.0749	-35.121	-13.438	255	17.72634	-0.09329	1	NGC_2632         	130.1170581473	19.7262466748			
130.0482860052	19.6532747832	130.0481241192	19.6532179714	6.61295672186702E+017	205.9144258345	32.4337958249	5.2646	-35.409	-13.195	254	15.93543	2.833266	1	NGC_2632         	130.0482860052	19.6532747832			
130.0826067123	18.9272777115	130.082439366	18.9272293817	6.61186373859209E+017	206.7325391223	32.2098701435	5.2942	-36.766	-11.225	222	15.131117	2.48015	0.8	NGC_2632         	130.0826067123	18.9272777115			
130.0070997847	18.9998396274	130.0069350522	18.9997859501	6.61190015991475E+017	206.6225170961	32.1687155862	5.3239	-36.176	-12.467	252	10.039619	0.819193	1	NGC_2632         	130.0070997847	18.9998396274			
130.0594452192	18.9587270444	130.0592806457	18.9586734704	6.61186683096853E+017	206.6886248034	32.200498392	5.3885	-36.15	-12.443	263	13.337796	1.507363	1	NGC_2632         	130.0594452192	18.9587270444			
131.6452780522	19.2572342679	131.645106623	19.2571792602	6.61061098251204E+017	206.9813880006	33.708511617	5.2126	-37.588	-12.776	343	16.697615	2.769613	1	NGC_2632         	131.6452780522	19.2572342679			
130.6696692207	19.5431824082	130.6695000943	19.5431286792	6.61235989321322E+017	206.2782251808	32.9447201813	5.3513	-37.018	-12.479	447	9.665733	0.599086	1	NGC_2632         	130.6696692207	19.5431824082			
130.1176342799	18.935815946	130.1174710081	18.9357577866	6.61185755383916E+017	206.7369612021	32.2438816055	5.5108	-35.869	-13.508	241	14.976987	2.119336	1	NGC_2632         	130.1176342799	18.935815946			
130.1217450243	18.9526255046	130.1215947831	18.9525815191	6.61185789743654E+017	206.7199831946	32.2534769597	5.4717	-33.003	-10.216	210	14.187969	2.102668	0.4	NGC_2632         	130.1217450243	18.9526255046			
130.0452081712	18.9824851518	130.0450460102	18.9824400469	6.61189706753829E+017	206.6567295537	32.1963030465	5.45	-35.615	-10.476	235	15.808618	2.734459	0.8	NGC_2632         	130.0452081712	18.9824851518			
130.2242550444	19.3788964719	130.2240852859	19.3788365258	6.61238635021127E+017	206.287697802	32.4938311205	5.5244	-37.194	-13.923	279	14.913074	2.126146	1	NGC_2632         	130.2242550444	19.3788964719			
130.628223193	19.491939005	130.6280576324	19.4918849488	6.61235439565518E+017	206.3193409326	32.8903104004	5.3659	-36.249	-12.555	421	17.010246	2.764167	1	NGC_2632         	130.628223193	19.491939005			
130.0238112868	19.0251853266	130.0236525865	19.0251309001	6.61190153430427E+017	206.6010919403	32.1924506113	5.3326	-34.846	-12.641	231	12.30935	1.295559	1	NGC_2632         	130.0238112868	19.0251853266			
130.7070027463	18.8597406501	130.7068327649	18.8596869254	6.6098629710093E+017	207.0549454461	32.7386152484	5.4646	-37.36	-12.478	438	15.124488	2.250853	1	NGC_2632         	130.7070027463	18.8597406501			
130.7756421213	19.4145041715	130.7754773929	19.4144490907	6.610435060652E+017	206.4634033251	32.9937590105	5.3995	-36.084	-12.793	465	16.642574	2.807059	1	NGC_2632         	130.7756421213	19.4145041716			
130.377943709	18.8718670944	130.3777787614	18.8718143299	6.60995230632845E+017	206.9108440204	32.451624961	5.4479	-36.251	-12.255	374	12.528337	1.250745	1	NGC_2632         	130.377943709	18.8718670944			
131.6592457437	19.879123288	131.6590811192	19.8790716601	6.61166582647888E+017	206.2840547744	33.9350234765	5.4322	-35.957	-11.991	331	15.188665	2.49446	1	NGC_2632         	131.6592457437	19.879123288			
129.723075368	19.5713792377	129.7229112521	19.5713222839	6.61283199601699E+017	205.8793496812	32.1180821465	5.4822	-35.915	-13.228	244	13.651216	1.627756	1	NGC_2632         	129.723075368	19.5713792377			
130.0864503723	19.6867345336	130.0862864861	19.6866787724	6.61297321454333E+017	205.8919862115	32.4790999903	5.2504	-35.839	-12.951	210	7.653213	0.242764	1	NGC_2632         	130.0864503723	19.6867345336			
129.7671375634	19.5226891267	129.7669807559	19.522633654	6.61282031370597E+017	205.9503268725	32.1400462352	5.2777	-34.326	-12.884	246	13.331757	1.485159	1	NGC_2632         	129.7671375634	19.5226891267			
130.7849757799	19.4683655199	130.7848084578	19.468312497	6.61137789187132E+017	206.4068166782	33.020718975	5.3231	-36.64	-12.315	484	16.34604	2.956017	1	NGC_2632         	130.7849757799	19.4683655199			
130.0103814086	19.2777113883	130.010222383	19.2776564882	6.61215751435494E+017	206.3163591765	32.2693796745	5.3989	-34.864	-12.751	239	16.993984	2.752056	1	NGC_2632         	130.0103814086	19.2777113883			
131.6680076468	19.2750999332	131.6678251106	19.2750416361	6.61061231393869E+017	206.9702090465	33.7348279467	5.6379	-40.019	-13.54	342	17.81113	3.011801	0.7	NGC_2632         	131.6680076468	19.2750999332			
129.9018913608	19.4855215595	129.9017288987	19.4854627371	6.612704864985E+017	206.043821996	32.2461340456	5.3702	-35.572	-13.662	248	14.447453	1.905932	1	NGC_2632         	129.9018913608	19.4855215595			
130.9969589373	19.3161282727	130.9967946687	19.316075646	6.61120162641349E+017	206.6601509764	33.1552892627	5.1652	-36.005	-12.223	471	15.765478	2.471169	1	NGC_2632         	130.9969589373	19.3161282727			
129.8822989783	19.4048805926	129.8821400571	19.4048274062	6.61265229458645E+017	206.1255200848	32.2006760497	5.5941	-34.814	-12.353	211	16.534225	2.711923	1	NGC_2632         	129.8822989783	19.4048805927			
130.0204266545	19.7292576968	130.0202622491	19.7292033307	6.61298451027341E+017	205.8192036952	32.4355085425	5.1597	-35.943	-12.627	230	9.68812	0.617695	1	NGC_2632         	130.0204266545	19.7292576968			
130.088902889	19.1818148966	130.0887380482	19.1817603065	6.61211147230556E+017	206.453351317	32.3051567355	5.3682	-36.16	-12.679	239	13.977336	1.754459	1	NGC_2632         	130.088902889	19.1818148966			
130.0920266979	19.6699371417	130.0918611965	19.6698766788	6.6129708093607E+017	205.9128258193	32.4782037441	5.3706	-36.196	-14.043	233	6.159	1.138159	1	NGC_2632         	130.0920266979	19.6699371417			
130.8161082545	19.1091947413	130.8159439283	19.1091390835	6.61017216569202E+017	206.8202741896	32.92297496	5.3883	-36.063	-12.927	474	17.267296	2.90218	1	NGC_2632         	130.8161082545	19.1091947413			
130.5428643678	18.7667536877	130.5426988276	18.7666985465	6.6098389191926E+017	207.0929509352	32.5603987096	5.717	-36.404	-12.807	442	17.804335	3.007132	0.9	NGC_2632         	130.5428643678	18.7667536877			
129.944026744	19.2177828	129.9438613155	19.2177328039	6.61209566682501E+017	206.3567126619	32.1896876078	5.1673	-36.281	-11.612	219	14.64477	1.995602	1	NGC_2632         	129.944026744	19.2177828			
129.9406212584	19.3669851344	129.9404570345	19.3669293517	6.61264439184662E+017	206.1902228191	32.2389653327	5.3143	-35.984	-12.956	283	10.517451	0.750014	1	NGC_2632         	129.9406212584	19.3669851344			
129.9919468423	19.2016310676	129.9917792189	19.2015758102	6.61206577385261E+017	206.3933738696	32.2263806159	5.2706	-36.766	-12.834	248	9.375362	0.564481	1	NGC_2632         	129.9919468423	19.2016310676			
130.1146308448	19.6554907676	130.1144698892	19.6554349031	6.61294052980834E+017	205.9376320812	32.4931704203	5.1991	-35.205	-12.975	209	12.866198	1.308156	1	NGC_2632         	130.1146308449	19.6554907676			
130.9363844076	19.0663004973	130.9362135959	19.0662435391	6.61018835773137E+017	206.915663031	33.0143722371	5.4438	-37.496	-13.229	515	15.21257	2.205129	1	NGC_2632         	130.9363844076	19.0663004973			
130.1800238272	19.7193155319	130.1798584075	19.7192634132	6.61300551269631E+017	205.891886172	32.5730267098	5.2981	-36.167	-12.105	277	6.78613	0.28249	1	NGC_2632         	130.1800238272	19.7193155319			
131.5644357328	19.7091593244	131.5642655123	19.7091022027	6.61156858841946E+017	206.4396423282	33.7930460752	5.4628	-37.219	-13.267	374	8.322207	0.333133	1	NGC_2632         	131.5644357328	19.7091593244			
