#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-17T10:14:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b4dc16c1ff7
#INFO	-out.max=1000
#INFO	queryParameters=25
#-oc.form=dec
#-out.max=1000
#-out.add=_RAJ,_DEJ
#-nav=cat:J/MNRAS/459/1060&tab:{J/MNRAS/459/1060/table2}&key:source=J/MNRAS/459/1060&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/459/1060/table2
#-order=I
#-out=EPIC
#-out=IDX
#-out=Class
#-out=Cat
#-out=Period
#-out=FVI
#-out=Std
#-out=Stdc
#-out=RAJ2000
#-out=DEJ2000
#-out=N16
#N16=N16
#-out=H16
#H16=H16
#-out=SimbadName
#

#RESOURCE=yCat_74591060
#Name: J/MNRAS/459/1060
#Title: M67 variable stars from Kepler/K2-Campaign-5 (Gonzalez, 2016)
#Table	J_MNRAS_459_1060_table2:
#Name: J/MNRAS/459/1060/table2
#Title: Various data for the stars in our working sample
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	EPIC	(I9)	K2 Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	IDX	(A6)	Other identifier	[ucd=meta.id]
#Column	Class	(A2)	Class (1)	[ucd=src.class]
#Column	Cat	(A5)	Category (2)	[ucd=meta.code]
#Column	Period	(F9.6)	Period derived from periodogram d	[ucd=time.period]
#Column	FVI	(F6.2)	Flux variability index	[ucd=meta.code;src.var.index]
#Column	Std	(F7.3)	Standard deviation of flux values mmag	[ucd=stat.stdev;phot.mag]
#Column	Stdc	(F7.3)	Corrected standard deviation mmag	[ucd=stat.stdev;phot.mag]
#Column	RAJ2000	(F10.6)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	N16	(A3)	Display the Nardillo et al. (2016, Cat. J/MNRAS/455/2337) data	[ucd=meta.ref.url]
#Column	H16	(A3)	Display the Huber et al. (2016, Cat. J/ApJS/224/2) data	[ucd=meta.ref.url]
#Column	SimbadName	(a22)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	EPIC	IDX	Class	Cat	Period	FVI	Std	Stdc	RAJ2000	DEJ2000	N16	H16	SimbadName
132.846265	11.61591889	211398385	      	N 	mult 	44.79183	3.44	3.72	3.56	132.846265	11.615919	N16	H16	EPIC 211398385
132.90705889	11.61778611	211398504	S1195 	BM	mult 	1.455111	3.64	0.301	0.289	132.907059	11.617786	N16	H16	Cl* NGC 2682 SAND 1195
132.80659694	11.61813806	211398530	S940  	N 	rot  	26.169773	2.81	1.925	1.799	132.806597	11.618138	N16	H16	EPIC 211398530
132.65045694	11.61833611	211398541	M5052 	SM	rot  	27.949957	2.57	2.294	2.113	132.650457	11.618336	N16	H16	EPIC 211398541
132.58452889	11.61961611	211398612	      	M 	rot  	28.8782	3.16	4.974	4.718	132.584529	11.619616	N16	H16	EPIC 211398612
133.23697611	11.62081611	211398695	      	  	mult 	12.718812	1.64	18.202	14.423	133.236976	11.620816	N16	H16	EPIC 211398695
133.134405	11.62101111	211398705	      	N 	mult 	32.184235	3.61	24.866	23.891	133.134405	11.621011	N16	H16	EPIC 211398705
133.30199	11.62108111	211398707	      	M 	rot  	24.455341	3.37	8.612	8.225	133.30199	11.621081	N16	H16	EPIC 211398707
132.59582694	11.62168694	211398747	S593  	SM	rot  	24.235989	2.67	1.097	1.017	132.595827	11.621687	N16	H16	EPIC 211398747
133.18204111	11.62169194	211398749	      	  	rot  	27.277082	1.94	29.257	25.062	133.182041	11.621692	N16	H16	EPIC 211398749
133.24018889	11.62218	211398777	      	N 	rot  	16.083498	2.43	32.649	29.757	133.240189	11.62218	N16	H16
132.55540111	11.622515	211398794	S466  	SN	mult 	30.528715	2.8	1.949	1.82	132.555401	11.622515	N16	H16	EPIC 211398794
132.79133806	11.624155	211398920	      	N 	rot  	27.217514	2.43	2.973	2.708	132.791338	11.624155	N16	H16	EPIC 211398920
132.64917806	11.62675889	211399087	S594  	BM	rot  	21.393269	3.34	1.485	1.417	132.649178	11.626759	N16	H16	EPIC 211399087
132.8721	11.63078306	211399364	      	N 	rot  	24.732971	2.27	5.163	4.636	132.8721	11.630783	N16	H16	EPIC 211399364
133.26539889	11.63151	211399409	      	N 	rot  	27.578875	2.24	1.699	1.52	133.265399	11.63151	N16	H16	EPIC 211399409
133.07896	11.63225694	211399458	F5060 	SM	mult 	16.035215	2.36	2.028	1.838	133.07896	11.632257	N16	H16	EPIC 211399458
132.89352889	11.63261	211399481	S1197 	SM	mult 	25.199709	4.41	0.57	0.555	132.893529	11.63261	N16	H16	EPIC 211399481
133.15891194	11.63387389	211399564	      	  	none 	23.51947	1.61	14.318	11.24	133.158912	11.633874	N16	H16	EPIC 211399564
132.51015194	11.63425	211399587	S467  	SN	mult 	12.607308	6.32	1.462	1.444	132.510152	11.63425	N16	H16	EPIC 211399587
132.38540389	11.634955	211399627	      	  	mult 	37.815434	1.9	13.516	11.486	132.385404	11.634955	N16	H16	EPIC 211399627
132.735525	11.63560694	211399673	S728  	SM	none 	0.99905	2.98	0.667	0.629	132.735525	11.635607	N16	H16	EPIC 211399673
132.44998389	11.63576694	211399686	      	  	mult 	13.839222	1.73	42.935	35.048	132.449984	11.635767	N16	H16
132.62089194	11.63591111	211399695	S595  	SM	rot  	20.64895	2.27	0.42	0.377	132.620892	11.635911	N16	H16	EPIC 211399695
132.42094806	11.63616806	211399713	F1057 	N 	mult 	25.719734	4.83	4.422	4.326	132.420948	11.636168	N16	H16	EPIC 211399713
132.59257694	11.63656694	211399742	      	M 	rot  	17.34436	1.61	9.949	7.801	132.592577	11.636567	N16	H16	EPIC 211399742
132.85506194	11.63783	211399819	S941  	SM	rot  	26.280136	2.06	0.936	0.818	132.855062	11.63783	N16	H16	EPIC 211399819
132.78341111	11.640555	211400002	S942  	BM	rot  	21.27156	2.73	0.76	0.707	132.783411	11.640555	N16	H16	Cl* NGC 2682 SAND 942
133.07251389	11.6414	211400061	      	M 	mult 	15.306566	2.2	2.061	1.835	133.072514	11.6414	N16	H16	EPIC 211400061
133.27997611	11.64148806	211400066	      	N 	none 	32.83428	1.36	26.344	17.912	133.279976	11.641488	N16	H16
132.86921611	11.64209	211400106	S943  	BM	rot  	32.977497	2.41	0.896	0.816	132.869216	11.64209	N16	H16	EPIC 211400106
132.89021306	11.64269	211400150	M5945 	BN	mult 	26.824535	2.57	2.165	1.994	132.890213	11.64269	N16	H16	EPIC 211400150
132.86033889	11.64357806	211400215	S944  	SM	rot  	27.538248	2.43	0.425	0.387	132.860339	11.643578	N16	H16	EPIC 211400215
133.18602	11.64480611	211400290	      	M 	mult 	13.369134	2.81	3.451	3.224	133.18602	11.644806	N16	H16	EPIC 211400290
132.53998611	11.64497611	211400302	S469  	SM	none 	7.476908	2.86	0.823	0.771	132.539986	11.644976	N16	H16	EPIC 211400302
132.94077111	11.64588889	211400364	S1200 	SN	mult 	29.354307	2.92	0.788	0.741	132.940771	11.645889	N16	H16	EPIC 211400364
132.79275806	11.64727611	211400464	      	N 	mult 	6.781256	2.63	3.336	3.085	132.792758	11.647276	N16	H16	EPIC 211400464
132.61238	11.64775194	211400493	      	N 	rot  	20.566704	1.23	20.732	12.129	132.61238	11.647752	N16	H16	EPIC 211400493
132.84945	11.64781194	211400500	S945  	SM	rot  	25.879955	3.65	1.119	1.076	132.84945	11.647812	N16	H16	EPIC 211400500
132.37656	11.64794	211400508	      	  	none 	15.6657	1.77	5.146	4.25	132.37656	11.64794	N16	H16	EPIC 211400508
132.90065889	11.64897306	211400563	S1201 	BM	mult 	15.072102	2.63	0.517	0.478	132.900659	11.648973	N16	H16	EPIC 211400563
132.47761111	11.64935389	211400594	      	  	none 	19.986685	2.1	17.676	15.553	132.477611	11.649354	N16	H16	EPIC 211400594
132.937205	11.6497	211400616	S1202 	SM	mult 	16.365076	2.39	0.391	0.355	132.937205	11.6497	N16	H16	EPIC 211400616
132.51791	11.64976111	211400620	      	M 	none 	16.791334	2.15	4.853	4.294	132.51791	11.649761	N16	H16	EPIC 211400620
133.09290194	11.65031194	211400662	      	M 	rot  	13.465426	3.63	7.377	7.091	133.092902	11.650312	N16	H16	EPIC 211400662
132.91172194	11.65050111	211400671	      	N 	rot  	30.478943	3.59	4.23	4.062	132.911722	11.650501	N16	H16	EPIC 211400671
133.08727694	11.65177306	211400767	S1583 	BN	rot  	28.160463	3.25	0.425	0.404	133.087277	11.651773	N16	H16	EPIC 211400767
132.83988389	11.65234694	211400811	S946  	SN	none 	24.635197	2.59	0.439	0.405	132.839884	11.652347	N16	H16	EPIC 211400811
132.846625	11.65412	211400944	S947  	SM	mult 	13.839223	2.63	0.957	0.886	132.846625	11.65412	N16	H16	EPIC 211400944
132.53426194	11.65428	211400953	F1585 	SN	mult 	16.49503	2.32	1.627	1.468	132.534262	11.65428	N16	H16	EPIC 211400953
133.26931194	11.65500611	211400999	      	M 	none 	35.57387	1.74	7.376	6.041	133.269312	11.655006	N16	H16	EPIC 211400999
133.13854611	11.65588694	211401055	F5333 	SM	mult 	23.041183	3.25	2.725	2.593	133.138546	11.655887	N16	H16	EPIC 211401055
132.74900194	11.65617889	211401069	S729  	BN	mult 	17.722527	23.56	2.311	2.309	132.749002	11.656179	N16	H16	EPIC 211401069
133.21003194	11.65639694	211401084	      	N 	rot  	19.954687	6.06	4.785	4.719	133.210032	11.656397	N16	H16	EPIC 211401084
132.46556694	11.65870806	211401251	      	M 	mult 	33.936943	2.76	16.267	15.165	132.465567	11.658708	N16	H16	EPIC 211401251
132.89833694	11.65894806	211401265	      	M 	rot  	24.314793	2.97	4.43	4.172	132.898337	11.658948	N16	H16	EPIC 211401265
133.15694889	11.65969889	211401317	      	  	mult 	12.418321	1.9	44.66	38.009	133.156949	11.659699	N16	H16
133.15935389	11.65989111	211401328	      	  	mult 	27.640036	3.47	27.092	25.94	133.159354	11.659891	N16	H16	EPIC 211401328
132.82331889	11.66001	211401338	S948  	BN	mult 	25.49178	4.93	0.783	0.767	132.823319	11.66001	N16	H16	EPIC 211401338
132.80577694	11.66042889	211401366	S949  	M 	mult 	28.78926	4.54	2.961	2.888	132.805777	11.660429	N16	H16	EPIC 211401366
132.753535	11.66043806	211401367	S730  	SN	rot  	25.336315	3.04	0.277	0.261	132.753535	11.660438	N16	H16	EPIC 211401367
132.412745	11.66081806	211401387	      	  	rot  	26.884817	1.28	18.831	11.778	132.412745	11.660818	N16	H16	EPIC 211401387
132.83663306	11.66114611	211401403	S950  	SM	rot  	21.332241	2.09	0.354	0.311	132.836633	11.661146	N16	H16	EPIC 211401403
132.56621	11.66157306	211401437	F1758 	SN	mult 	37.324696	5.34	1.458	1.432	132.56621	11.661573	N16	H16	EPIC 211401437
133.29481889	11.66319889	211401533	      	  	mult 	10.480033	1.66	12.718	10.142	133.294819	11.663199	N16	H16	EPIC 211401533
132.74885806	11.664585	211401610	S731  	SM	mult 	26.024057	4.54	0.542	0.529	132.748858	11.664585	N16	H16	EPIC 211401610
133.28322694	11.66551389	211401664	S1805 	SN	none 	10.136944	6.31	0.475	0.469	133.283227	11.665514	N16	H16	EPIC 211401664
132.64328306	11.66574611	211401683	S598  	SM	mult 	19.446154	2.64	0.245	0.227	132.643283	11.665746	N16	H16	EPIC 211401683
132.60075194	11.6662	211401706	S599  	SN	mult 	12.854362	4.07	1.081	1.048	132.600752	11.6662	N16	H16	EPIC 211401706
132.55333	11.66830111	211401831	S470  	SN	rot  	16.641863	2.53	1.102	1.013	132.55333	11.668301	N16	H16	EPIC 211401831
132.37025806	11.66893389	211401872	S243  	BM	mult 	26.428741	3.66	1.807	1.739	132.370258	11.668934	N16	H16	EPIC 211401872
132.57331806	11.67009806	211401939	      	N 	rot  	17.240393	2.04	2.756	2.401	132.573318	11.670098	N16	H16	EPIC 211401939
132.440295	11.672355	211402085	      	  	rot  	36.522602	1.62	10.583	8.335	132.440295	11.672355	N16	H16	EPIC 211402085
132.60846889	11.67591389	211402304	      	N 	mult 	0.244976	2.28	19.804	17.805	132.608469	11.675914	N16	H16	EPIC 211402304
132.61939806	11.67625806	211402326	S600  	BN	mult 	17.304224	1.86	1.128	0.952	132.619398	11.676258	N16	H16	EPIC 211402326
133.248515	11.67815111	211402436	S1808 	BM	rot  	33.361614	4.24	0.4	0.389	133.248515	11.678151	N16	H16	Cl* NGC 2682 SAND 1808
132.441145	11.67818306	211402437	      	N 	rot  	26.335667	1.91	4.331	3.691	132.441145	11.678183	N16	H16	EPIC 211402437
132.54669694	11.68188	211402652	      	N 	rot  	16.753716	1.67	82.448	66.139	132.546697	11.68188	N16	H16	EPIC 211402652
132.59006389	11.68206111	211402663	S471  	SM	mult 	15.445672	5.02	0.877	0.859	132.590064	11.682061	N16	H16	EPIC 211402663
133.25253194	11.68336611	211402742	S1809 	SN	mult 	5.377752	23.61	0.718	0.718	133.252532	11.683366	N16	H16	Cl* NGC 2682 SAND 1809
133.23990806	11.68397111	211402784	      	M 	rot  	22.256617	2.25	7.112	6.369	133.239908	11.683971	N16	H16
133.29404389	11.68506806	211402857	      	N 	none 	13.538563	1.34	34.862	23.198	133.294044	11.685068	N16	H16
133.07101194	11.68584389	211402904	      	N 	rot  	2.111873	4.84	3.269	3.198	133.071012	11.685844	N16	H16	EPIC 211402904
133.12207389	11.68811806	211403051	      	N 	mult 	44.79183	2.71	6.173	5.738	133.122074	11.688118	N16	H16	EPIC 211403051
132.41529306	11.68935389	211403127	      	  	rot  	32.605217	3.21	19.685	18.706	132.415293	11.689354	N16	H16	EPIC 211403127
133.10970611	11.69101889	211403248	S1585 	SM	mult 	24.506027	9.59	0.804	0.799	133.109706	11.691019	N16	H16	EPIC 211403248
132.48675389	11.69247889	211403356	S364  	SM	mult 	20.879568	57.03	1.13	1.13	132.486754	11.692479	N16	H16	EPIC 211403356
132.45140306	11.69348111	211403406	      	N 	rot  	27.887417	1.62	12.559	9.886	132.451403	11.693481	N16	H16	EPIC 211403406
132.78961194	11.69583694	211403555	S961  	BM	rot  	26.07851	3.11	0.307	0.291	132.789612	11.695837	N16	H16	EPIC 211403555
133.18598306	11.69756806	211403659	      	N 	rot  	23.698353	2.02	4.558	3.959	133.185983	11.697568	N16	H16	EPIC 211403659
132.40444611	11.700815	211403852	      	M 	rot  	27.991806	2.81	4.565	4.267	132.404446	11.700815	N16	H16	EPIC 211403852
132.61805111	11.70272306	211403974	S602  	SM	mult 	27.138493	3.08	0.34	0.322	132.618051	11.702723	N16	H16	EPIC 211403974
132.50350694	11.70272806	211403975	S473  	SM	rot  	27.991806	3.05	0.712	0.673	132.503507	11.702728	N16	H16	EPIC 211403975
133.23292306	11.70334111	211404016	S1704 	SN	mult 	10.459512	2.34	0.432	0.391	133.232923	11.703341	N16	H16	EPIC 211404016
132.62647611	11.70468389	211404104	      	N 	mult 	22.140684	3.65	3.971	3.819	132.626476	11.704684	N16	H16
133.21246806	11.70518889	211404138	S1705 	BN	mult 	9.529185	5.19	1.675	1.644	133.212468	11.705189	N16	H16	EPIC 211404138
132.56437611	11.70695611	211404265	S474  	SN	mult 	16.651377	2.44	0.811	0.739	132.564376	11.706956	N16	H16	EPIC 211404265
133.16693611	11.70715889	211404286	      	  	rot  	21.187187	1.61	24.899	19.527	133.166936	11.707159	N16	H16	EPIC 211404286
133.16079806	11.707605	211404310	      	M 	rot  	12.972404	2.79	3.762	3.511	133.160798	11.707605	N16	H16	EPIC 211404310
132.58159611	11.70834389	211404366	S475  	SN	mult 	20.617977	3.67	1.393	1.34	132.581596	11.708344	N16	H16	EPIC 211404366
132.59439694	11.70981889	211404466	      	M 	mult 	0.244132	2.31	5.889	5.31	132.594397	11.709819	N16	H16	EPIC 211404466
132.57084806	11.70997194	211404477	      	  	mult 	11.085948	1.93	3.983	3.404	132.570848	11.709972	N16	H16	EPIC 211404477
133.22212806	11.71019694	211404488	      	M 	rot  	12.938879	3.45	7.635	7.307	133.222128	11.710197	N16	H16	EPIC 211404488
132.59025111	11.71237389	211404625	S604  	SN	mult 	22.180086	5.43	4.116	4.046	132.590251	11.712374	N16	H16	EPIC 211404625
133.17987611	11.71365806	211404713	      	  	rot  	21.067806	1.52	24.354	18.305	133.179876	11.713658	N16	H16	EPIC 211404713
133.12616306	11.71400889	211404735	S1587 	SM	none 	12.749169	2.81	0.632	0.591	133.126163	11.714009	N16	H16	EPIC 211404735
132.55062694	11.71471	211404773	S476  	SM	rot  	16.042093	2	0.843	0.731	132.550627	11.71471	N16	H16	EPIC 211404773
133.16535694	11.71511694	211404795	      	  	rot  	12.073991	1.77	41.907	34.576	133.165357	11.715117	N16	H16
132.61178694	11.71577611	211404848	S605  	SN	mult 	37.663067	6.05	1.785	1.761	132.611787	11.715776	N16	H16	EPIC 211404848
132.56630389	11.71582889	211404853	      	  	none 	15.027127	1.51	32.68	24.451	132.566304	11.715829	N16	H16	EPIC 211404853
133.26730611	11.71694806	211404932	      	  	rot  	28.722914	2.02	12.468	10.84	133.267306	11.716948	N16	H16	EPIC 211404932
132.42870694	11.71910611	211405094	S368  	SM	mult 	26.99079	5.83	0.559	0.551	132.428707	11.719106	N16	H16	EPIC 211405094
133.09521389	11.71980389	211405137	      	  	rot  	32.073803	1.81	37.654	31.413	133.095214	11.719804	N16	H16	EPIC 211405137
133.07787	11.72350111	211405388	S1589 	SM	none 	34.88689	3.63	0.355	0.341	133.07787	11.723501	N16	H16	Cl* NGC 2682 SAND 1589
133.17354111	11.72456889	211405459	S1708 	BN	rot  	28.990154	2.37	0.552	0.501	133.173541	11.724569	N16	H16	EPIC 211405459
132.48737889	11.72685	211405616	      	N 	none 	26.114939	2.91	10.214	9.59	132.487379	11.72685	N16	H16	EPIC 211405616
133.19521111	11.72776806	211405671	      	M 	rot  	25.538979	3.63	8.108	7.794	133.195211	11.727768	N16	H16	EPIC 211405671
133.19620611	11.73198	211405937	      	  	rot  	12.611562	1.96	10.138	8.713	133.196206	11.73198	N16	H16	EPIC 211405937
132.50242611	11.73273111	211405988	S477  	SN	none 	22.312445	5.47	0.215	0.211	132.502426	11.732731	N16	H16	EPIC 211405988
133.26396694	11.73440194	211406113	      	  	rot  	12.992833	1.66	25.719	20.512	133.263967	11.734402	N16	H16
132.35380694	11.73490806	211406144	S247  	BM	none 	13.53856	4.78	0.297	0.291	132.353807	11.734908	N16	H16	EPIC 211406144
133.11595111	11.73608694	211406231	S1590 	SN	mult 	6.695046	7.52	2.002	1.984	133.115951	11.736087	N16	H16	EPIC 211406231
133.07738806	11.74066	211406540	S1592 	SM	none 	2.283823	22.04	0.671	0.671	133.077388	11.74066	N16	H16	EPIC 211406540
133.171795	11.74097306	211406562	      	M 	rot  	15.262829	2.75	3.489	3.249	133.171795	11.740973	N16	H16	EPIC 211406562
132.56103889	11.74156806	211406596	S478  	SM	rot  	26.522476	3.11	1.27	1.202	132.561039	11.741568	N16	H16	EPIC 211406596
132.49095611	11.74183889	211406605	S369  	SN	mult 	25.526585	3.15	0.867	0.823	132.490956	11.741839	N16	H16	EPIC 211406605
132.46907389	11.74232806	211406630	      	N 	none 	14.951559	2.15	4.147	3.671	132.469074	11.742328	N16	H16	EPIC 211406630
132.58314806	11.74313	211406695	F1837 	SN	none 	10.741976	2.02	1.645	1.43	132.583148	11.74313	N16	H16	EPIC 211406695
133.12682194	11.74416	211406756	      	  	none 	31.321499	2.33	29.192	26.361	133.126822	11.74416	N16	H16	EPIC 211406756
133.30538694	11.74564306	211406851	      	  	none 	28.352648	1.72	19.937	16.219	133.305387	11.745643	N16	H16
132.385915	11.74863111	211407035	S249  	SN	none 	27.237339	4.16	0.203	0.197	132.385915	11.748631	N16	H16	EPIC 211407035
133.11159111	11.749505	211407088	      	  	none 	12.031254	1.5	36.016	26.863	133.111591	11.749505	N16	H16
132.37780806	11.75117889	211407208	      	  	none 	20.23547	2.32	22.695	20.472	132.377808	11.751179	N16	H16	EPIC 211407208
133.25757194	11.75186889	211407244	      	  	rot  	12.80155	1.63	42.955	33.874	133.257572	11.751869	N16	H16
132.42996611	11.75238306	211407277	      	M 	rot  	24.618975	2.5	8.324	7.628	132.429966	11.752383	N16	H16	EPIC 211407277
133.11765611	11.75471806	211407435	S1594 	N 	mult 	25.098217	14.75	2.721	2.715	133.117656	11.754718	N16	H16	EPIC 211407435
132.45384389	11.75540611	211407478	      	  	rot  	26.060333	1.56	11.437	8.783	132.453844	11.755406	N16	H16	EPIC 211407478
133.17496389	11.756335	211407540	      	  	mult 	12.252028	2.1	5.732	5.04	133.174964	11.756335	N16	H16	EPIC 211407540
133.18114111	11.75655611	211407561	      	N 	none 	12.324723	1.78	4.071	3.367	133.181141	11.756556	N16	H16	EPIC 211407561
133.13784389	11.75667806	211407572	S1595 	SM	none 	16.315092	2.38	0.417	0.378	133.137844	11.756678	N16	H16	EPIC 211407572
133.04729111	11.76053806	211407836	S1438 	SM	none 	42.404297	2.82	0.3	0.28	133.047291	11.760538	N16	H16	EPIC 211407836
132.44155306	11.76231694	211407964	      	  	rot  	24.997538	1.34	20.997	13.956	132.441553	11.762317	N16	H16	EPIC 211407964
132.58170611	11.76240194	211407971	S480  	SN	mult 	14.533132	2.06	0.793	0.693	132.581706	11.762402	N16	H16	EPIC 211407971
132.76357306	11.76316806	211408015	S756  	SM	none 	11.984976	2.82	0.263	0.246	132.763573	11.763168	N16	H16	Cl* NGC 2682 SAND 756
132.41340194	11.76389111	211408066	      	  	rot  	25.405174	1.37	26.376	18.101	132.413402	11.763891	N16	H16	EPIC 211408066
132.83843	11.76464889	211408116	S984  	SM	mult 	29.40047	10.22	0.786	0.782	132.83843	11.764649	N16	H16	EPIC 211408116
132.824965	11.765055	211408138	S986  	BM	EB   	5.17314	21.91	2.143	2.141	132.824965	11.765055	N16	H16	EPIC 211408138
132.55537194	11.76566306	211408169	      	M 	rot  	12.077889	2.11	5.816	5.12	132.555372	11.765663	N16	H16	EPIC 211408169
133.19554806	11.76617111	211408200	      	  	mult 	31.693188	2.52	22.403	20.569	133.195548	11.766171	N16	H16	EPIC 211408200
132.62176111	11.770995	211408500	      	  	none 	21.843191	2.16	30.257	26.835	132.621761	11.770995	N16	H16
132.83572	11.77121389	211408522	S2204 	SM	mult 	25.73744	9.59	1.081	1.075	132.83572	11.771214	N16	H16	EPIC 211408522
132.64134389	11.77424	211408750	S610  	SM	mult 	34.532463	3.55	0.377	0.361	132.641344	11.77424	N16	H16	EPIC 211408750
132.90004194	11.77598889	211408858	S1242 	BM	mult 	6.526756	13.48	1.263	1.26	132.900042	11.775989	N16	H16	EPIC 211408858
133.21671194	11.77624694	211408874	      	  	rot  	23.44573	2.48	8.888	8.134	133.216712	11.776247	N16	H16	EPIC 211408874
132.84188194	11.77805194	211408990	S994  	SM	rot  	25.131956	3.19	0.413	0.393	132.841882	11.778052	N16	H16	EPIC 211408990
132.83384389	11.77826111	211409011	S995  	SM	none 	34.34216	4	0.401	0.388	132.833844	11.778261	N16	H16	EPIC 211409011
132.59962111	11.77872611	211409040	S612  	SN	mult 	27.001307	2.08	1.791	1.571	132.599621	11.778726	N16	H16	EPIC 211409040
132.93641194	11.77944306	211409088	S1245 	SM	mult 	34.40536	2.4	0.253	0.23	132.936412	11.779443	N16	H16	EPIC 211409088
133.09100306	11.77963194	211409099	S1598 	SM	mult 	35.248665	3.02	0.534	0.504	133.091003	11.779632	N16	H16	EPIC 211409099
132.548805	11.78309	211409329	F1666 	N 	rot  	26.788507	2.06	1.545	1.351	132.548805	11.78309	N16	H16	EPIC 211409329
132.83294806	11.78344	211409345	S997  	BM	mult 	7.942202	5.09	0.364	0.357	132.832948	11.78344	N16	H16	EPIC 211409345
132.82227806	11.78351111	211409348	S998  	SM	mult 	26.060333	7.16	0.888	0.88	132.822278	11.783511	N16	H16	EPIC 211409348
132.827865	11.78408194	211409376	S999  	BM	mult 	10.45074	94.86	8.288	8.287	132.827865	11.784082	N16	H16	EPIC 211409376
132.78493694	11.78670194	211409560	S1001 	SM	none 	20.763618	3.62	0.272	0.261	132.784937	11.786702	N16	H16	EPIC 211409560
132.84918889	11.78779111	211409644	S1000 	BM	none 	19.702328	11.27	1.171	1.166	132.849189	11.787791	N16	H16	EPIC 211409644
133.18812694	11.78780389	211409645	      	M 	mult 	41.7882	2.63	3.163	2.927	133.188127	11.787804	N16	H16	EPIC 211409645
132.42252694	11.78801306	211409659	S372  	N 	rot  	24.964157	2.11	1.245	1.096	132.422527	11.788013	N16	H16	EPIC 211409659
132.39484611	11.78808	211409664	S252  	SM	none 	32.128925	2.74	0.709	0.66	132.394846	11.78808	N16	H16	EPIC 211409664
133.23562806	11.79054694	211409862	      	M 	mult 	34.09166	2.41	11.59	10.549	133.235628	11.790547	N16	H16	EPIC 211409862
132.44001694	11.79276111	211410007	      	  	none 	24.635197	1.14	24.2	11.734	132.440017	11.792761	N16	H16
132.53949806	11.79389694	211410090	      	M 	rot  	25.047775	1.65	12.161	9.675	132.539498	11.793897	N16	H16	EPIC 211410090
132.58758389	11.79612	211410235	F1863 	N 	mult 	25.91583	1.86	1.645	1.386	132.587584	11.79612	N16	H16	EPIC 211410235
133.15022389	11.79801806	211410375	      	N 	none 	12.280196	1.63	15.509	12.228	133.150224	11.798018	N16	H16	EPIC 211410375
133.14225611	11.79814306	211410383	      	  	mult 	32.073803	1.93	51.675	44.18	133.142256	11.798143	N16	H16	EPIC 211410383
132.56526389	11.79952111	211410465	      	  	mult 	31.398565	1.61	25.765	20.204	132.565264	11.799521	N16	H16	EPIC 211410465
133.17462194	11.802635	211410677	      	  	mult 	12.235991	1.63	21.172	16.714	133.174622	11.802635	N16	H16	EPIC 211410677
133.28220194	11.80357	211410757	S1817 	SM	mult 	19.355556	2.12	0.372	0.328	133.282202	11.80357	N16	H16	EPIC 211410757
132.55329694	11.80517111	211410861	      	N 	mult 	21.6034	2.12	3.067	2.703	132.553297	11.805171	N16	H16	EPIC 211410861
132.850355	11.80607611	211410931	S1018 	BM	none 	11.562468	4.1	0.415	0.403	132.850355	11.806076	N16	H16	Cl* NGC 2682 SAND 1018
132.62105194	11.80650611	211410963	      	  	none 	16.761227	1.37	11.683	8.007	132.621052	11.806506	N16	H16	EPIC 211410963
132.41467806	11.80673806	211410977	      	  	mult 	19.859297	1.43	10.784	7.727	132.414678	11.806738	N16	H16	EPIC 211410977
132.45400389	11.80690694	211410992	S375  	SM	mult 	14.332579	2.39	1.126	1.023	132.454004	11.806907	N16	H16	EPIC 211410992
132.61244806	11.80869694	211411112	S617  	BM	mult 	21.175186	3.25	0.451	0.429	132.612448	11.808697	N16	H16	EPIC 211411112
133.11749611	11.809995	211411199	      	M 	mult 	32.97908	4.19	6.136	5.959	133.117496	11.809995	N16	H16	EPIC 211411199
132.43107694	11.81076	211411253	S376  	SN	mult 	4.246108	4.46	0.154	0.15	132.431077	11.81076	N16	H16	EPIC 211411253
132.55390194	11.81111	211411277	      	  	rot  	26.923534	1.65	27.817	22.109	132.553902	11.81111	N16	H16	EPIC 211411277
132.57092	11.81265	211411388	      	  	rot  	28.054813	1.46	14.742	10.729	132.57092	11.81265	N16	H16	EPIC 211411388
